Brand,Model,Insurance Validity,Fuel Type,Seats,Kms Driven (in kms),RTO,Ownership,Engine Displacement (in cc),Transmission,Year of Manufacture,Mileage (in kmpl),Max Power (in bhp),Torque (in nm),Registration Month,Registration Year,Depreciation Rate (in %),Price (in lacs),City,Wheel Size
Maruti,Celerio ZXI AMT BSIV,Third Party,Petrol,5,"63,269",GJ01,First Owner,998,Automatic,2018,23.1,67.04,90,Nov,2018,50,4.6,Ahmedabad,
Ford,Figo Petrol ZXI,Not Available,Petrol,5,"80,172",GJ01,Second Owner,1196,Manual,2010,15.6,70,102,Aug,2010,75,1.51,Ahmedabad,14
Honda,Brio S MT,Not Available,Petrol,5,"30,850",GJ01,First Owner,1198,Manual,2012,19.4,86.8,109,Mar,2012,75,3.0,Ahmedabad,
Hyundai,i20 Asta,Third Party,Petrol,5,"67,189",GJ01,First Owner,1197,Manual,2009,17,80 PS at 5200 ,"11.4 kgm at 4,000 r",Jan,2010,75,2.5,Ahmedabad,14
Maruti,Swift VDI,Third Party,Diesel,5,"1,12,864",GJ01,First Owner,1248,Manual,2012,22.9,74,190,Jul,2012,75,3.25,Ahmedabad,14
Maruti,Swift LXi BSIV,Not Available,Petrol,5,"59,283",TN20,Third Owner,1197,Manual,2010,16.1,8,113,Feb,2010,75,2.5,Ahmedabad,14
Hyundai,Xcent 1.2 VTVT SX,Not Available,Petrol,5,"99,956",GJ06,First Owner,1197,Manual,2017,20.14,81.86,113.75,Nov,2017,60,4.48,Ahmedabad,14
Tata,New Safari XZA AT,Third Party,Diesel,7,"25,143",GJ01,First Owner,1956,Automatic,2021,14.08,167.67,350,Jun,2021,20,20.0,Ahmedabad,18
Renault,Triber RXL BSIV,Not Available,Petrol,7,"27,688",GJ23,First Owner,999,Manual,2019,20,72,96,Nov,2019,40,4.5,Ahmedabad,
Maruti,SX4 ZDI,Not Available,Diesel,5,"1,72,606",GJ14,Third Owner,1248,Manual,2012,21.5,88.8,200 ,Mar,2012,75,2.0,Ahmedabad,16
Honda,Amaze VX Petrol BSIV,Not Available,Petrol,5,"61,199",GJ01,Second Owner,1199,Manual,2019,19.5,88.76,110,May,2019,40,6.0,Ahmedabad,14
Tata,Nano LX,Not Available,Petrol,4,"56,335",GJ12,Second Owner,624,Manual,2013,25.4,37.48,51,Dec,2014,75,0.5251,Ahmedabad,
Honda,City i VTEC CVT VX,Comprehensive,Petrol,5,"1,03,789",GJ01,First Owner,1497,Automatic,2014,18,117.3,145,Dec,2014,75,5.24,Ahmedabad,15
Hyundai,EON Era,Third Party,Petrol,5,"19,554",GJ05,First Owner,814,Manual,2014,21.1,55.2,74.5,Jun,2014,75,2.44,Ahmedabad,12
Hyundai,EON Magna Plus,Not Available,Petrol,5,"43,424",GJ01,Third Owner,814,Manual,2014,21.1,55.2,74.5,Oct,2014,75,2.0,Ahmedabad,
Hyundai,Santro Xing GL,Not Available,Petrol,5,"98,855",GJ01,First Owner,1086,Manual,2011,,62,96.1,Jul,2011,75,1.8,Ahmedabad,13
Ford,Aspire 1.2 Ti-VCT Titanium Plus,Third Party,Petrol,5,"55,275",GJ17,Third Owner,1196,Manual,2017,18.16,86.8,112,Jun,2017,60,4.33,Ahmedabad,14
Honda,Amaze EX i-Dtech,Not Available,Diesel,5,"1,08,944",GJ01,First Owner,1498,Manual,2013,25.8,98.6,200,Aug,2013,75,2.86,Ahmedabad,
Hyundai,Verna 1.6 EX VTVT,Not Available,Petrol,5,"54,114",GJ01,Second Owner,1591,Manual,2013,17.01,121.3,154.9,Sept,2013,75,4.5,Ahmedabad,16
Chevrolet,Beat Diesel LS,Not Available,Diesel,5,"1,28,240",GJ01,First Owner,936,Manual,2012,25.44,57.6,150,Jan,2013,75,1.22,Ahmedabad,14
Maruti,Alto 800 LXI,Third Party,Petrol,5,"18,562",GJ27,First Owner,796,Manual,2017,24.7,47.3,69,Jun,2017,60,3.0,Ahmedabad,
Maruti,Vitara Brezza ZXI Plus,Third Party insurance,Petrol,5,"39,988",GJ13,First Owner,1462,Manual,2021,17.03,103.26,138,Jun,2021,20,9.5,Ahmedabad,R16
Maruti,Baleno 1.2 Delta,Zero Dep,Petrol,5,"24,435",GJ18,First Owner,1197,Manual,2018,21.4,83.1,115,Apr,2018,50,6.0,Ahmedabad,
Hyundai,Verna 1.6 SX CRDI (O) AT,Comprehensive,Diesel,5,"63,002",GJ01,First Owner,1582,Automatic,2011,22.32,126.32,259.8,Feb,2011,75,4.25,Ahmedabad,16
Mahindra,XUV300 W8 Option AMT,Zero Dep,Petrol,5,"11,785",GJ01,First Owner,1197,Automatic,2022,16.5,108.62,200,Mar,2022,15,10.71,Ahmedabad,16
Maruti,Ritz VDi,Third Party,Diesel,5,"1,83,755",GJ23,Second Owner,1248,Manual,2009,21.1,73.9,113,Sept,2009,75,1.67,Ahmedabad,14
Maruti,Wagon R VXI Minor,Third Party,Petrol,5,"1,28,753",GJ01,First Owner,1061,Manual,2008,18.9,67,84,Feb,2008,75,1.0,Ahmedabad,14
Hyundai,Grand i10 1.2 Kappa Magna BSIV,Zero Dep,Petrol,5,"31,234",GJ03,First Owner,1197,Manual,2018,18.9,81.86,113.75,Nov,2018,50,5.0,Ahmedabad,
Hyundai,i20 Asta 1.4 CRDi (Diesel),Third Party,Diesel,5,"1,00,955",GJ01,Third Owner,1396,Manual,2009,23,90PS at 4000,22.4 kgm at 1750-2750r,Aug,2009,75,2.06,Ahmedabad,14
Maruti,Wagon R LXI BS IV,Third Party,Petrol,5,"73,767",GJ01,First Owner,998,Manual,2013,20.51,67.04,90,Feb,2014,75,2.15,Ahmedabad,
Tata,Indica Aura 1.3 Quadrajet (ABS),Third Party,Diesel,5,"64,840",GJ01,First Owner,1248,Manual,2011,18,75 PS at 4000 ,190 Nm at 1750 r,Jul,2011,75,1.76,Ahmedabad,14
Datsun,GO T BSIV,Not Available,Petrol,5,"58,054",GJ27,Second Owner,1198,Manual,2014,20.63,67,104,Mar,2015,75,1.5,Ahmedabad,
Mahindra,Ssangyong Rexton RX7,Not Available,Diesel,7,"1,04,211",GJ01,Second Owner,2696,Automatic,2013,11.18,184,402,Aug,2013,75,4.7,Ahmedabad,16
Mahindra,XUV500 W7,Comprehensive,Diesel,7,"40,000",GJ23,Second Owner,2179,Manual,2020,15.1,152.87,360,Jan,2020,30,12.75,Ahmedabad,
Hyundai,Xcent 1.2 Kappa S,Comprehensive,Petrol,5,"49,226",GJ01,First Owner,1197,Manual,2014,19.1,82,114,Jul,2014,75,4.5,Ahmedabad,
Renault,Lodgy 85PS RxL,Not Available,Diesel,8,"78,716",GJ01,First Owner,1461,Manual,2016,21.04,83.8,200,Aug,2016,70,4.5,Ahmedabad,
Honda,Jazz VX CVT,Zero Dep,Petrol,5,"20,000",GJ01,First Owner,1199,Automatic,2019,18.2,88.7,110,Jun,2019,40,8.25,Ahmedabad,15
Hyundai,EON 1.0 Era Plus,Comprehensive,Petrol,5,"65,000",GJ01,First Owner,998,Manual,2014,20.3,68.05,94.14,Aug,2014,75,2.75,Ahmedabad,
Mahindra,Quanto C4,Not Available,Diesel,7,"1,11,897",GJ01,Second Owner,1493,Manual,2012,17.21,100,240,Nov,2012,75,2.0,Ahmedabad,
Ford,Aspire 1.2 Ti-VCT Titanium,Third Party,Petrol,5,"50,198",GJ27,First Owner,1196,Manual,2016,18.16,86.8,112,Jul,2017,70,3.5,Ahmedabad,14
BMW,5 Series 520d Luxury Line,Not Available,Diesel,5,"1,35,314",GJ01,Second Owner,1995,Automatic,2013,18.12,190,400,May,2013,75,12.05,Ahmedabad,18
Maruti,Vitara Brezza ZDi Plus Dual Tone,Third Party,Diesel,5,"1,76,485",GJ27,First Owner,1248,Manual,2017,24.3,88.5,200,Apr,2017,60,6.3,Ahmedabad,16
Audi,A3 35 TDI Premium,Not Available,Diesel,5,"94,536",GJ02,Second Owner,1968,Automatic,2015,20.38,143,320,Jul,2015,75,12.0,Ahmedabad,16
Mahindra,Scorpio S6 Plus 7 Seater,Not Available,Diesel,7,"1,94,667",GJ01,First Owner,2179,Manual,2015,15.4,120,280,Jul,2015,75,6.0,Ahmedabad,
Chevrolet,Sail 1.2 LS ABS,Not Available,Petrol,5,"81,245",GJ05,Second Owner,1199,Manual,2013,18.2,82.4,108.5,Aug,2013,75,2.0,Ahmedabad,
MG,Hector Sharp Diesel MT,Comprehensive,Diesel,5,"29,315",GJ01,First Owner,1956,Manual,2019,,167.68,350,Dec,2019,40,15.5,Ahmedabad,18
BMW,X1 sDrive20d,Third Party,Diesel,5,"67,730",GJ01,First Owner,1995,Automatic,2012,17.05,184,380,Mar,2013,75,8.71,Ahmedabad,17
Hyundai,Venue SX Plus Turbo DCT,Zero Dep,Petrol,5,"39,041",GJ16,First Owner,998,Automatic,2021,18.15,118.35,172,Dec,2021,20,12.0,Ahmedabad,R16
Honda,City 1.5 V AT,Third Party,Petrol,5,"20,500",GJ01,First Owner,1497,Automatic,2009,16.8,"118PS at 6,600 ",146Nm at 4800 r,Nov,2009,75,3.2,Ahmedabad,15
Skoda,Superb Style 1.8 TSI AT,Comprehensive,Petrol,5,"53,000",GJ01,First Owner,1798,Automatic,2018,14.67,177.46,250,May,2018,50,19.5,Ahmedabad,17
Fiat,Grande Punto Active (Diesel),Comprehensive,Diesel,5,"91,390",GJ27,First Owner,1248,Manual,2014,20.3,75,197,Aug,2014,75,2.14,Ahmedabad,14
Toyota,Innova 2.5 G (Diesel) 7 Seater BS IV,Not Available,Diesel,7,"94,992",GJ18,Second Owner,2494,Manual,2013,12.99,100,200,Jul,2013,75,6.25,Ahmedabad,15
Hyundai,Grand i10 Magna,Comprehensive,Petrol,5,"29,000",GJ01,First Owner,1197,Manual,2015,18.9,82,114,Mar,2015,75,4.5,Ahmedabad,
Hyundai,Creta 1.6 SX Automatic Diesel,Not Available,Diesel,5,"43,834",GJ01,First Owner,1582,Automatic,2018,17.6,126.2,259.87,Jul,2018,50,12.5,Ahmedabad,17
Honda,City i DTEC VX,Not Available,Diesel,5,"1,31,004",GJ01,First Owner,1498,Manual,2014,25.1,98.6,200,Jul,2014,75,4.79,Ahmedabad,15
Hyundai,Santro Xing GL,Third Party,Petrol,5,"1,02,476",GJ01,First Owner,1086,Manual,2009,,62,96.1,Jun,2009,75,1.05,Ahmedabad,13
Toyota,Innova 2.5 GX (Diesel) 8 Seater BS IV,Not Available,Diesel,8,"1,47,883",GJ27,First Owner,2494,Manual,2014,12.99,100.6,200,Jan,2015,75,7.5,Ahmedabad,
Mahindra,XUV500 W8 2WD,Not Available,Diesel,7,"1,20,025",GJ01,Second Owner,2179,Manual,2014,15.1,140,330,Mar,2014,75,5.0,Ahmedabad,17
Tata,Indigo LX BSIV,Third Party,Diesel,5,"1,26,325",GJ18,Second Owner,1396,Manual,2014,23.03,69,140,Mar,2015,75,1.31,Ahmedabad,14
Maruti,Ciaz VDi Plus SHVS,Third Party,Diesel,5,"1,64,412",GJ27,First Owner,1248,Manual,2016,28.09,88.5,200,Aug,2016,70,5.0,Ahmedabad,
Maruti,Alto 800 LXI,Third Party,Petrol,5,"63,414",GJ01,First Owner,796,Manual,2014,22.74,47.3,69,Dec,2014,75,1.8,Ahmedabad,
Mercedes-Benz,GLS 350d 4MATIC,Third Party,Diesel,7,"59,600",GJ01,First Owner,2987,Automatic,2016,11,258,620,Aug,2016,70,49.42,Ahmedabad,20
Maruti,Swift VXI,Third Party,Petrol,5,"29,894",GJ27,First Owner,1197,Manual,2021,21.21,81.80,113,Jun,2021,20,6.0,Ahmedabad,
Renault,Duster 85PS Diesel RxZ,Third Party,Diesel,5,"63,666",GJ27,First Owner,1461,Manual,2016,19.87,83.8,200,May,2016,70,5.5,Ahmedabad,16
Honda,City 1.5 V MT,Not Available,Petrol,5,"72,464",GJ01,Third Owner,1497,Manual,2010,17,"118PS at 6,600 ",146Nm at 4800 r,Dec,2010,75,2.5,Ahmedabad,15
Maruti,Ciaz VDi Plus SHVS,Not Available,Diesel,5,"1,06,834",GJ01,Second Owner,1248,Manual,2015,28.09,88.5,200,Oct,2015,75,4.7,Ahmedabad,
Skoda,Fabia 1.2 MPI Ambition Plus,Third Party,Petrol,5,"72,733",GJ01,First Owner,1198,Manual,2012,16.25,75,110,Nov,2012,75,1.6,Ahmedabad,14
Mahindra,XUV700 AX7 Diesel AT,Comprehensive,Diesel,7,"26,077",GJ18,First Owner,2198,Automatic,2022,,182.38,450,Mar,2022,15,24.5,Ahmedabad,18
Maruti,800 Std BSIII,Not Available,Petrol,4,"83,805",GJ01,Fourth Owner,796,Manual,2009,16.1,37,59,Mar,2009,75,0.56608,Ahmedabad,12
Hyundai,Santro Xing GLS,Third Party,Petrol,5,"83,232",GJ01,First Owner,1086,Manual,2013,17.92,62.1,96.1,Mar,2013,75,2.5,Ahmedabad,13
Renault,Duster 110PS Diesel RxL,Comprehensive,Diesel,5,"66,000",GJ01,Second Owner,1461,Manual,2014,19.01,108.45,248,Jul,2014,75,5.35,Ahmedabad,16
Mahindra,Xylo E6,Not Available,Diesel,7,"1,06,673",GJ01,First Owner,2498,Manual,2011,14,112bhp at 3800 ,260 Nm at 1800-2200 r,Mar,2011,75,2.45,Ahmedabad,15
Renault,Duster 110PS Diesel RXZ Optional with Nav,Third Party,Diesel,5,"1,41,582",GJ27,First Owner,1461,Manual,2013,19.01,108.45,248,May,2013,75,3.75,Ahmedabad,16
Hyundai,i20 Sportz 1.4 CRDi,Not Available,Diesel,5,"82,187",GJ01,First Owner,1396,Manual,2014,21.9,88.76,219.6,Apr,2014,75,4.2,Ahmedabad,14
Maruti,Swift VDI BSIV,Third Party,Diesel,5,"1,14,895",GJ01,Second Owner,1248,Manual,2014,25.2,74,190,Jun,2014,75,3.5,Ahmedabad,
Maruti,Swift Dzire LXI 1.2,Third Party,Petrol,5,"45,945",GJ27,First Owner,1197,Manual,2020,21.21,81.80,113,Nov,2020,30,5.5,Ahmedabad,
Maruti,Celerio VXI,Third Party,Petrol,5,"37,322",GJ27,First Owner,998,Manual,2015,23.1,67.04,90,Sept,2015,75,3.58,Ahmedabad,
Hyundai,Santro Sportz BSIV,Zero Dep,Petrol,5,"25,670",UP65,First Owner,1086,Manual,2018,20.3,68,99,Mar,2019,50,4.04,Ahmedabad,
Ford,Figo Diesel ZXI,Third Party insurance,Diesel,5,"67,000",GJ01,First Owner,1399,Manual,2012,20,68,160,May,2012,75,2.25,Ahmedabad,14
Maruti,Alto LXi BSIII,Comprehensive,Petrol,5,"37,719",GJ01,Second Owner,796,Manual,2009,19.7,46.3,62,Nov,2009,75,0.99,Ahmedabad,12
Hyundai,i20 Sportz IVT,Third Party,Petrol,5,"25,152",GJ01,First Owner,1197,Automatic,2020,19.65,86.76,114.74,Dec,2020,30,7.5,Ahmedabad,
Hyundai,i10 Magna 1.1L,Not Available,Petrol,5,"47,166",GJ01,First Owner,1086,Manual,2011,19.81,68.05,99.04,Jan,2012,75,2.5,Ahmedabad,
Hyundai,i20 1.2 Magna Executive,Third Party,Petrol,5,"75,435",GJ01,First Owner,1197,Manual,2018,18.6,81.83,114.7,Nov,2018,50,5.2,Ahmedabad,
Honda,CR-V 2.4L 4WD AT,Third Party,Petrol,5,"47,867",GJ01,First Owner,2354,Automatic,2014,12,187.4,226,Mar,2014,75,10.35,Ahmedabad,17
Chevrolet,Cruze LT,Not Available,Diesel,5,"70,574",GJ01,Second Owner,1991,Manual,2011,18.3,147.9,327,Feb,2011,75,3.0,Ahmedabad,16
Maruti,Vitara Brezza VXI,Zero Dep,Petrol,5,"14,166",GJ01,First Owner,1462,Manual,2021,17.03,103.26,138,Aug,2021,20,7.8,Ahmedabad,
Hyundai,Grand i10 Sportz,Third Party,Petrol,5,"40,941",GJ05,Third Owner,1197,Manual,2016,18.9,82,114,Oct,2016,70,4.3,Ahmedabad,
Maruti,Baleno 1.2 Zeta,Third Party,Petrol,5,"30,091",GJ01,First Owner,1197,Manual,2018,21.4,83.1,115,Jan,2019,50,5.8,Ahmedabad,16
Honda,Brio S MT,Third Party,Petrol,5,"33,912",GJ01,Second Owner,1198,Manual,2013,19.4,86.8,109,Mar,2013,75,2.85,Ahmedabad,
Tata,Tiago 1.2 Revotron XZA,Third Party,Petrol,5,"44,710",GJ38,First Owner,1199,Automatic,2018,23.84,83.83,114,Feb,2018,50,4.0,Ahmedabad,14
Hyundai,Elantra CRDi S,Zero Dep,Diesel,5,"1,39,689",GJ01,First Owner,1582,Manual,2013,22.7,126.24,259.87,Sept,2013,75,5.07,Ahmedabad,16
Mahindra,KUV 100 NXT G80 K2,Not Available,Petrol,6,"44,506",GJ01,Second Owner,1198,Manual,2017,18.15,82,115,Jan,2018,60,3.5,Ahmedabad,
Maruti,Zen Estilo LXI Green (CNG),Comprehensive,CNG,5,"45,022",GJ01,Second Owner,998,Manual,2010,26.3,67.1,90,Dec,2010,75,1.4,Ahmedabad,13
Maruti,Ciaz S 1.3,Third Party,Diesel,5,"87,129",GJ01,First Owner,1248,Manual,2018,28.09,88.5,200,Jul,2018,50,7.19,Ahmedabad,16
Tata,Tiago XZ Plus,Zero Dep,Petrol,5,"1,920",GJ01,First Owner,1199,Manual,2022,19.01,84.82,113,Nov,2022,15,6.0,Ahmedabad,15
Maruti,Ciaz VDi Plus SHVS,Not Available,Diesel,5,"85,999",GJ01,Second Owner,1248,Manual,2016,28.09,88.5,200,Dec,2016,70,6.0,Ahmedabad,
Toyota,Etios GD,Third Party,Diesel,5,"2,05,665",GJ01,First Owner,1364,Manual,2012,23.59,,,Mar,2012,75,2.4,Ahmedabad,15
Maruti,Alto 800 LXI,Not Available,Petrol,5,"12,451",GJ02,First Owner,796,Manual,2017,24.7,47.3,69,Nov,2017,60,3.0,Ahmedabad,
Maruti,Baleno 1.2 Alpha,Not Available,Petrol,5,"39,261",GJ27,First Owner,1197,Manual,2018,21.4,83.1,115,Jul,2018,50,6.0,Ahmedabad,16
Honda,Mobilio S i-VTEC,Comprehensive,Petrol,7,"81,667",GJ01,First Owner,1497,Manual,2014,17.3,117.3,145,Nov,2014,75,4.5,Ahmedabad,
Datsun,GO T Option Petrol,Comprehensive,Petrol,5,"83,549",GJ15,First Owner,1198,Manual,2018,19.83,67,104,Sept,2019,50,2.44,Ahmedabad,14
Tata,Harrier XZA Plus Dual Tone AT,Zero Dep,Diesel,5,"18,339",GJ03,First Owner,1956,Automatic,2021,14.6,167.67,350,Jun,2021,20,20.0,Ahmedabad,17
Maruti,Alto LX,Not Available,Petrol,5,"37,012",RJ20,First Owner,796,Manual,2009,19.7,46.3,62,Jan,2009,75,1.1,Ahmedabad,12
Hyundai,Verna 1.6 SX,Comprehensive,Diesel,5,"84,931",GJ01,Second Owner,1582,Manual,2012,22.32,126.32,259.8,Mar,2012,75,4.0,Ahmedabad,16
Hyundai,Xcent 1.1 CRDi S,Third Party,Diesel,5,"77,194",GJ27,Second Owner,1120,Manual,2015,24.4,71,180.4,Apr,2015,75,3.5,Ahmedabad,
Maruti,Ciaz ZDi,Not Available,Diesel,5,"1,14,361",GJ01,First Owner,1248,Manual,2015,26.21,88.5,200,Mar,2015,75,4.5,Ahmedabad,15
Hyundai,i20 1.2 Magna,Not Available,Petrol,5,"53,727",GJ01,Second Owner,1197,Manual,2011,18.5,80 PS at 5200 ,"11.4 kgm at 4,000 r",Feb,2011,75,2.3,Ahmedabad,14
Ford,Ecosport 1.5 Petrol Titanium Plus AT,Third Party,Petrol,5,"14,600",GJ27,First Owner,1496,Automatic,2021,14.7,120.69,149,Jul,2021,20,9.0,Ahmedabad,R16
Hyundai,Verna 1.6 SX,Comprehensive,Diesel,5,"55,000",GJ27,First Owner,1582,Manual,2013,22.32,126.32,259.8,Apr,2013,75,5.11,Ahmedabad,16
Maruti,Swift ZDI,Not Available,Diesel,5,"54,479",GJ01,First Owner,1248,Manual,2019,28.4,74,190,Nov,2019,40,6.19,Ahmedabad,15
Hyundai,Accent GLE,Not Available,Petrol,5,"1,20,804",GJ01,Second Owner,1495,Manual,2010,13.2,,12,Jul,2010,75,1.24,Ahmedabad,13
Hyundai,Creta E,Not Available,Petrol,5,"26,815",GJ27,First Owner,1497,Manual,2021,16.8,113.18,143.8,May,2021,20,10.0,Ahmedabad,
Ford,Figo Petrol EXI,Third Party,Petrol,5,"84,392",GJ01,Second Owner,1196,Manual,2011,15.6,70,102,Mar,2011,75,1.5,Ahmedabad,14
Tata,Tigor XZ Plus,Not Available,Petrol,5,"11,039",GJ27,First Owner,1199,Manual,2021,19.28,84.82,113,Apr,2021,20,6.0,Ahmedabad,15
Tata,Indica eV2 LS,Not Available,Diesel,5,"89,989",GJ18,First Owner,1396,Manual,2013,25,69,140,Oct,2013,75,1.0,Ahmedabad,
Mahindra,XUV500 W7 BSIV,Not Available,Diesel,7,"45,885",GJ01,Second Owner,2179,Manual,2019,15.1,152.87,360,Sept,2019,40,11.0,Ahmedabad,
Honda,City V AT,Not Available,Petrol,5,"57,950",GJ21,Third Owner,1497,Automatic,2012,15.6,116.3,146,Jan,2012,75,4.0,Ahmedabad,15
Skoda,Rapid 1.6 TDI Ambition,Third Party,Diesel,5,"52,254",GJ01,First Owner,1598,Manual,2014,20.5,103.5,250,Aug,2014,75,4.5,Ahmedabad,14
Maruti,Celerio ZXI MT BSIV,Not Available,Petrol,5,"41,328",RJ42,Third Owner,998,Manual,2019,23.1,67.04,90,Apr,2019,40,5.0,Ahmedabad,
Kia,Seltos HTK Plus AT D,Comprehensive,Diesel,5,"58,918",GJ13,First Owner,1493,Automatic,2021,17.8,113.42,250,Aug,2021,20,14.0,Ahmedabad,R16
Maruti,Alto 800 LXI,Third Party,Petrol,5,"25,007",GJ01,First Owner,796,Manual,2019,22.05,47.33,69,Apr,2019,40,3.4,Ahmedabad,
Maruti,Swift Lxi BSIII,Not Available,Petrol,5,"97,074",GJ05,First Owner,1298,Manual,2010,16.1,8,11,Jul,2010,75,2.6,Ahmedabad,14
Maruti,Baleno 1.2 Delta,Not Available,Petrol,5,"48,346",GJ06,First Owner,1197,Manual,2017,21.4,83.1,115,Mar,2017,60,5.5,Ahmedabad,
Hyundai,Grand i10 Nios AMT Sportz,Third Party,Petrol,5,"4,483",GJ01,First Owner,1197,Automatic,2021,20.7,81.86,113.8,Jul,2021,20,7.0,Ahmedabad,14
Mahindra,KUV 100 mFALCON D75 K8,Comprehensive,Diesel,6,"69,000",GJ01,First Owner,1198,Manual,2016,25.32,77,190,Feb,2016,70,3.75,Ahmedabad,14
Volkswagen,Polo 1.2 MPI Comfortline,Third Party insurance,Petrol,5,"67,000",GJ27,First Owner,1198,Manual,2015,16.47,74,110,Mar,2015,75,4.5,Ahmedabad,
Honda,City i-DTEC VX,Third Party insurance,Diesel,5,"54,000",GJ38,First Owner,1498,Manual,2019,25.6,97.9,200,Mar,2019,40,9.9,Ahmedabad,16
Hyundai,Grand i10 1.2 CRDi Sportz Option,Not Available,Diesel,5,"79,937",GJ01,First Owner,1186,Manual,2017,24,73.97,190.24,Dec,2017,60,4.75,Ahmedabad,
Maruti,Wagon R LXI BS IV,Comprehensive,Petrol,5,"13,373",GJ01,First Owner,998,Manual,2013,20.51,67.04,90,Apr,2013,75,2.5,Ahmedabad,
Maruti,Wagon R VXI BS IV,Not Available,Petrol,5,"38,026",BR01,First Owner,998,Manual,2012,18.9,67.1,90,Aug,2012,75,2.9,Ahmedabad,14
Toyota,Fortuner 2.8 2WD AT BSIV,Zero Dep,Diesel,7,"56,808",GJ01,First Owner,2755,Automatic,2018,12.9,174.5,450,Apr,2018,50,28.0,Ahmedabad,17
Maruti,Wagon R AMT VXI,Not Available,Petrol,5,"38,437",GJ01,Second Owner,998,Automatic,2016,20.51,67,90,Mar,2016,70,3.5,Ahmedabad,
Renault,Kiger RXT AMT,Third Party,Petrol,5,631,GJ08,First Owner,999,Automatic,2022,19.03,71.01,96,Jan,2023,15,8.5,Ahmedabad,
Hyundai,Xcent 1.2 VTVT E Plus,Third Party,Petrol,5,"69,781",GJ01,Second Owner,1197,Manual,2018,20.14,81.86,113.75,Jun,2018,50,4.65,Ahmedabad,
Maruti,Eeco 7 Seater Standard BSIV,Not Available,Petrol,7,"84,476",GJ27,Third Owner,1196,Manual,2013,15.37,73,101,Apr,2013,75,2.0,Ahmedabad,
Maruti,Swift AMT VXI,Third Party,Petrol,5,"49,971",GJ07,Second Owner,1197,Automatic,2018,22,81.80,113,Aug,2018,50,5.5,Ahmedabad,
Volkswagen,Jetta 2.0L TDI Comfortline,Not Available,Diesel,5,"84,074",GJ06,Second Owner,1968,Manual,2014,19.33,138.03,320,Dec,2014,75,6.08,Ahmedabad,16
Maruti,Baleno 1.2 Delta,Third Party,Petrol,5,"49,654",GJ01,First Owner,1197,Manual,2017,21.4,83.1,115,Feb,2017,60,5.0,Ahmedabad,
Nissan,Terrano XV Premium 110 PS,Third Party,Diesel,5,"98,192",GJ27,Third Owner,1461,Manual,2013,19.01,108.5,248,Nov,2013,75,2.9,Ahmedabad,16
Hyundai,Verna 1.6 CRDI,Not Available,Diesel,5,"1,63,105",GJ01,First Owner,1582,Manual,2011,22.32,126.3,259.9,Aug,2011,75,3.0,Ahmedabad,15
Hyundai,Creta 1.6 SX Automatic,Third Party,Petrol,5,"51,800",GJ01,First Owner,1591,Automatic,2019,14.8,121.3,151,Feb,2020,40,13.0,Ahmedabad,17
Honda,City i VTEC V,Third Party,Petrol,5,"32,291",GJ01,First Owner,1497,Manual,2016,17.8,117.3,145,Jan,2016,70,7.0,Ahmedabad,15
BMW,5 Series 520d,Comprehensive,Diesel,5,"1,66,242",GJ01,First Owner,1995,Automatic,2009,18.48,,35,Mar,2009,75,6.0,Ahmedabad,17
Maruti,SX4 S Cross DDiS 200 Delta,Comprehensive,Diesel,5,"78,000",GJ01,First Owner,1248,Manual,2016,23.65,88.5,200,Apr,2016,70,7.25,Ahmedabad,
Honda,WR-V i-DTEC VX,Not Available,Diesel,5,"43,741",GJ27,Second Owner,1498,Manual,2017,25.5,98.6,200,Apr,2017,60,6.5,Ahmedabad,16
Hyundai,i10 Magna 1.1L,Not Available,Petrol,5,"71,394",GJ01,First Owner,1086,Manual,2013,19.81,68.05,99.04,Mar,2013,75,3.0,Ahmedabad,
Hyundai,EON Era Plus,Third Party,Petrol,5,"66,450",GJ27,First Owner,814,Manual,2014,21.1,55.2,74.5,Jul,2014,75,2.3,Ahmedabad,
Toyota,Innova 2.5 GX (Diesel) 8 Seater,Third Party,Diesel,8,"2,03,490",GJ27,Third Owner,2494,Manual,2013,12.99,100,200,Feb,2013,75,5.65,Ahmedabad,15
Chevrolet,Beat PS,Comprehensive,Petrol,5,"34,990",GJ01,First Owner,1199,Manual,2011,18.6,79.4,108,Nov,2011,75,1.41,Ahmedabad,14
Maruti,Ritz VXI,Third Party,Petrol,5,"1,05,538",GJ01,Second Owner,1197,Manual,2011,21.1,85.80,114,Mar,2011,75,1.8,Ahmedabad,14
Honda,City V MT,Third Party,Petrol,5,"8,965",GJ27,First Owner,1498,Manual,2022,18.6,119.35,145,Jul,2022,15,11.0,Ahmedabad,15
Honda,City i VTEC CVT SV,Zero Dep,Petrol,5,"72,000",GJ01,First Owner,1497,Automatic,2015,18,117.3,145,Jan,2016,75,6.9,Ahmedabad,
MG,Hector Sharp Diesel MT,Zero Dep,Diesel,5,"29,842",GJ27,First Owner,1956,Manual,2020,17.41,167.68,350,Jul,2020,30,15.0,Ahmedabad,R17
Hyundai,i20 Sportz 1.4 CRDi,Not Available,Diesel,5,"86,982",GJ27,First Owner,1396,Manual,2015,22.54,88.73,219.7,Nov,2016,75,5.0,Ahmedabad,
MG,Hector Sharp DCT,Zero Dep,Petrol,5,"32,733",GJ12,First Owner,1451,Automatic,2020,13.96,141,250,Jul,2020,30,18.25,Ahmedabad,R17
