Brand,Model,Insurance Validity,Fuel Type,Seats,Kms Driven (in kms),Ownership,Engine Displacement (in cc),Transmission,Year of Manufacture,Mileage (in kmpl),Max Power (in bhp),Torque (in nm),Registration Month,Registration Year,Depreciation Rate (in %),Price (in lacs),City,RTO,Wheel Size
BMW,3 Series 320d Sport,Comprehensive,Diesel,5,"21,000",First Owner,1995,Automatic,2019,19.62,187.74,400,Jun,2019,40,24.5,Kolkata,WB26,17
Mercedes-Benz,S-Class S 350 d,Comprehensive,Diesel,5,"34,000",First Owner,2925,Automatic,2016,13.5,281.61,600,Sept,2016,70,48.0,Kolkata,WB02,18
Volkswagen,Passat 2.0 PD DSG,Comprehensive,Diesel,5,"48,000",First Owner,1968,Automatic,2009,14.3,,36,Dec,2009,75,5.0,Kolkata,WB06,16
Kia,Seltos HTX Diesel,Comprehensive,Diesel,5,"4,604",First Owner,1493,Manual,2022,20.8,113.43,250,Jul,2022,15,16.5,Kolkata,WB08,17
Toyota,Fortuner 2.8 4WD AT BSIV,Comprehensive,Diesel,7,"85,271",Second Owner,2755,Automatic,2016,15.04,174.5,450,Nov,2016,70,23.5,Kolkata,WB02,18
Toyota,Innova 2.5 Z Diesel 7 Seater,Comprehensive,Diesel,7,"68,121",First Owner,2494,Manual,2015,12.99,100.6,200,Jan,2015,75,8.3,Kolkata,WB02,15
Ford,Figo Diesel Titanium,Comprehensive,Diesel,5,"43,052",Second Owner,1399,Manual,2010,20,68,160,Nov,2010,75,1.45,Kolkata,WB06,14
Toyota,Innova 2.5 G (Diesel) 8 Seater BS IV,Comprehensive,Diesel,8,"45,000",First Owner,2494,Manual,2015,12.99,100.6,200,Nov,2015,75,10.65,Kolkata,WB02,
Mahindra,XUV500 W11 BSIV,Comprehensive,Diesel,7,"14,901",First Owner,2179,Manual,2019,15.1,152.87,360,Sept,2019,40,14.5,Kolkata,WB12,17
Skoda,Superb Sportline 2.0 TDi AT,Third Party insurance,Diesel,5,"18,000",First Owner,1968,Automatic,2019,18.19,174.5,350,Jul,2019,40,21.0,Kolkata,WB02,17
Volvo,XC60 Inscription D5,Third Party insurance,Diesel,5,"16,100",First Owner,1969,Automatic,2020,11.2,231.78,480,Aug,2020,30,54.0,Kolkata,WB02,19
Hyundai,Creta SX Executive,Comprehensive,Petrol,5,"7,219",First Owner,1497,Manual,2021,,113.18,143.8,Jul,2021,20,14.5,Kolkata,WB02,17
Maruti,Ertiga VXI,Comprehensive,Petrol,7,"4,612",First Owner,1462,Manual,2021,20.51,101.65,136.8,Oct,2021,20,9.25,Kolkata,WB20,
Honda,City 1.5 S MT,Comprehensive,Petrol,5,"47,794",First Owner,1497,Manual,2011,17,"118PS at 6,600 ",146Nm at 4800 r,Mar,2011,75,2.4,Kolkata,WB06,15
Hyundai,Grand i10 Asta,Comprehensive,Petrol,5,"81,322",First Owner,1197,Manual,2015,18.9,82,114,Oct,2015,75,3.4,Kolkata,WB02,14
Maruti,Wagon R VXI 1.2,Comprehensive,Petrol,5,"96,799",First Owner,1197,Manual,2015,20.52,81.80,113,Aug,2015,75,2.8,Kolkata,WB02,
Hyundai,Xcent 1.2 Kappa S,Comprehensive,Petrol,5,"59,765",First Owner,1197,Manual,2014,19.1,82,114,Jun,2014,75,3.0,Kolkata,WB06,
Maruti,Celerio ZXI Optional MT BSIV,Comprehensive,Petrol,5,"60,841",First Owner,998,Manual,2017,23.1,67.04,90,Jun,2017,60,3.5,Kolkata,WB02,14
Hyundai,Grand i10 Nios Sportz,Comprehensive,Petrol,5,"29,944",First Owner,1197,Manual,2019,20.7,81.86,113.8,Feb,2020,40,5.25,Kolkata,WB12,14
Mercedes-Benz,E-Class E200 CGI Blue Efficiency,Third Party insurance,Petrol,5,"52,100",Second Owner,1796,Automatic,2013,12.3,185,285,May,2013,75,8.25,Kolkata,WB02,17
Hyundai,EON 1.0 Kappa Magna Plus Optional,Comprehensive,Petrol,5,"17,004",First Owner,998,Manual,2017,20.3,68.05,94.14,Dec,2017,60,2.95,Kolkata,WB24,
Mercedes-Benz,S-Class Maybach S500,Third Party insurance,Petrol,4,"25,100",First Owner,4663,Automatic,2017,7.81,459,700,Jul,2017,60,1.21,Kolkata,WB02,19
Hyundai,Verna VTVT 1.6 SX,Comprehensive,Petrol,5,"21,000",First Owner,1591,Manual,2017,17,121.3,151,Feb,2017,60,5.95,Kolkata,WB06,16
Maruti,Celerio VXI AT,Third Party insurance,Petrol,5,"45,000",First Owner,998,Automatic,2016,23.1,67.04,90,Feb,2016,70,3.3,Kolkata,WB02,
Audi,Q3 35 TDI Quattro Premium Plus,Comprehensive,Diesel,5,"54,588",First Owner,1968,Automatic,2015,15.17,181,380,May,2015,75,14.25,Kolkata,WB26,18
Volvo,V40 D3 R Design,Comprehensive,Diesel,5,"15,373",First Owner,1969,Automatic,2017,16.8,150,320,Feb,2017,60,18.0,Kolkata,WB06,16
Land,Rover Discovery Sport Petrol HSE 7S,Comprehensive,Petrol,7,"33,004",First Owner,1997,Automatic,2019,12.81,237.36,340,Dec,2019,40,40.5,Kolkata,AS04,18
Hyundai,Creta SX Opt Diesel,Comprehensive,Diesel,5,"38,398",First Owner,1493,Manual,2021,,113.45,250,Jun,2021,20,15.25,Kolkata,WB02,17
Volvo,XC40 D4 Inscription,Comprehensive,Diesel,5,"44,680",First Owner,1969,Automatic,2019,18,190,400,Feb,2019,40,27.0,Kolkata,WB02,18
Mercedes-Benz,GLS 350d 4MATIC,Comprehensive,Diesel,7,"25,211",First Owner,2987,Automatic,2018,11,258,620,Feb,2018,50,62.0,Kolkata,HP38,20
Audi,A3 35 TDI Premium Plus,Comprehensive,Diesel,5,"49,003",Second Owner,1968,Automatic,2017,20.38,143,320,Apr,2017,60,14.0,Kolkata,JH01,16
Kia,Seltos GTX Plus Diesel AT,Comprehensive,Diesel,5,"24,946",First Owner,1493,Automatic,2021,18,113.43,250,May,2021,20,16.5,Kolkata,WB12,17
Mahindra,Scorpio S11,Comprehensive,Diesel,7,"15,372",First Owner,2179,Manual,2020,15.4,136.78,319,Nov,2020,30,14.5,Kolkata,WB12,R17
Hyundai,Grand i10 Nios Asta,Comprehensive,Petrol,5,"5,273",First Owner,1197,Manual,2022,20.7,81.86,113.8,Jun,2022,15,6.95,Kolkata,WB32,15
Honda,Amaze SX i-VTEC,Comprehensive,Petrol,5,"62,000",First Owner,1198,Manual,2016,18,86.7,109,Oct,2016,70,3.95,Kolkata,WB02,
Audi,Q5 30 TDI quattro Premium Plus,Comprehensive,Diesel,5,"42,000",First Owner,1968,Automatic,2017,14.16,174.3,380,May,2017,60,22.5,Kolkata,WB02,17
Hyundai,Creta 1.6 VTVT S,Comprehensive,Petrol,5,"75,000",First Owner,1591,Manual,2018,15.29,121.3,151,Feb,2018,50,6.99,Kolkata,WB02,
Mahindra,TUV 300 T8,Comprehensive,Diesel,7,"34,000",First Owner,1493,Manual,2017,18.49,100,240,Apr,2017,60,6.25,Kolkata,WB06,15
Hyundai,Grand i10 Sportz Petrol BSIV,Comprehensive,Petrol,5,"11,000",First Owner,1197,Manual,2018,18.9,81.86,113.75,Nov,2018,50,4.75,Kolkata,WB20,
Toyota,Etios Liva GD,Comprehensive,Diesel,5,"68,000",First Owner,1364,Manual,2011,23.59,,,Oct,2011,75,2.3,Kolkata,WB06,
Maruti,Vitara Brezza VDi Option,Comprehensive,Diesel,5,"38,000",First Owner,1248,Manual,2018,24.3,88.5,200,Feb,2018,50,6.5,Kolkata,WB18,
Mahindra,Thar LX 4-Str Convert Top Diesel,Comprehensive,Diesel,4,"22,000",First Owner,2184,Manual,2021,15.2,130,300,Dec,2021,20,12.75,Kolkata,WB08,18
Honda,Civic ZX Diesel,Comprehensive,Diesel,5,"42,000",First Owner,1597,Manual,2019,23.9,118,300,Dec,2019,40,14.5,Kolkata,WB26,17
Audi,A6 35 TDI,Third Party insurance,Diesel,5,"68,000",First Owner,1968,Automatic,2016,18.53,187.74,400,Jun,2016,70,19.0,Kolkata,WB08,18
Renault,Duster 110PS Diesel RXZ Option,Third Party,Diesel,5,"75,000",First Owner,1461,Manual,2015,19.64,108.45,245,Aug,2015,75,4.85,Kolkata,WB02,16
Audi,A6 35 TDI Premium,Third Party insurance,Diesel,5,"38,900",First Owner,1968,Automatic,2015,17.68,174.33,380,Nov,2015,75,22.5,Kolkata,WB02,17
Toyota,Innova Crysta 2.4 ZX MT BSIV,Comprehensive,Diesel,7,"78,000",Second Owner,2393,Manual,2018,13.68,147.8,343,Feb,2018,50,16.0,Kolkata,WB96,17
Tata,Hexa XM,Comprehensive,Diesel,7,"73,171",First Owner,2179,Manual,2018,17.6,153.86,400,Aug,2018,50,7.35,Kolkata,WB26,
Hyundai,i20 1.2 Asta Dual Tone,Third Party,Petrol,5,"49,000",Second Owner,1197,Manual,2017,18.6,81.83,114.7,Jul,2017,60,5.25,Kolkata,WB24,16
Maruti,Ignis 1.2 Zeta BSIV,Third Party,Petrol,5,"52,000",First Owner,1197,Manual,2017,20.89,81.80,113,May,2017,60,4.65,Kolkata,WB24,15
Mahindra,Bolero Power Plus ZLX,Third Party,Diesel,7,"64,000",Second Owner,1493,Manual,2016,16.5,70,195,Feb,2016,70,5.75,Kolkata,WB52,
Hyundai,i10 Sportz,Third Party,Petrol,5,"49,000",First Owner,1197,Manual,2017,20.36,78.9,111.8,Jun,2017,60,3.25,Kolkata,WB02,13
Maruti,Baleno 1.2 Alpha,Comprehensive,Petrol,5,"44,000",First Owner,1197,Manual,2018,21.4,83.1,115,Aug,2018,50,5.39,Kolkata,WB02,16
Audi,A4 35 TDI Premium Plus,Third Party insurance,Diesel,5,"42,400",Second Owner,1968,Automatic,2018,18.25,187.74,400,Sept,2018,50,22.5,Kolkata,WB40,17
Hyundai,i20 Magna Plus,Third Party insurance,Petrol,5,"22,000",First Owner,1197,Manual,2020,18.6,81.86,117,Mar,2020,30,5.45,Kolkata,WB02,
Hyundai,i10 Magna,Third Party insurance,Petrol,5,"64,341",First Owner,1197,Manual,2012,20.36,78.9,111.7,May,2012,75,2.35,Kolkata,WB22,13
Honda,Amaze VX i-DTEC,Comprehensive,Diesel,5,"99,000",First Owner,1498,Manual,2013,25.8,98.6,200,Dec,2013,75,1.95,Kolkata,WB02,14
Maruti,Ertiga ZXI Petrol,Comprehensive,Petrol,7,"24,000",First Owner,1462,Manual,2019,19.34,103,138,Dec,2019,40,8.85,Kolkata,WB08,
Volkswagen,Vento 1.2 TSI Highline AT,Comprehensive,Petrol,5,"46,850",First Owner,1197,Automatic,2016,16.93,103.2,175,Apr,2016,70,5.9,Kolkata,WB02,15
Honda,City i DTec VX,Comprehensive,Diesel,5,"57,127",First Owner,1498,Manual,2016,26,98.6,200,Mar,2016,70,5.75,Kolkata,WB12,15
Volkswagen,Polo Diesel Comfortline 1.2L,Comprehensive,Diesel,5,"57,261",First Owner,1199,Manual,2013,22.07,73.9,180,Jan,2013,75,2.9,Kolkata,WB02,15
Maruti,Vitara Brezza ZDi,Comprehensive,Diesel,5,"35,612",First Owner,1248,Manual,2018,24.3,88.5,200,Mar,2018,50,7.5,Kolkata,WB02,16
Honda,Jazz 1.5 S i DTEC,Comprehensive,Diesel,5,"46,220",First Owner,1498,Manual,2016,27.3,98.6,200,Nov,2016,70,4.15,Kolkata,WB02,
Maruti,Ciaz Alpha,Comprehensive,Petrol,5,"10,200",First Owner,1462,Manual,2020,20.65,103.25,138,Feb,2020,30,7.75,Kolkata,WB08,16
Volkswagen,Passat 1.8 TSI MT,Comprehensive,Petrol,5,"55,460",First Owner,1798,Manual,2010,14.3,160,250 ,Jul,2010,75,3.1,Kolkata,WB06,16
Hyundai,i20 1.2 Era,Comprehensive,Petrol,5,"36,000",First Owner,1197,Manual,2017,18.6,81.83,114.7,Mar,2017,60,4.25,Kolkata,WB02,
Hyundai,Grand i10 1.2 Kappa Magna BSIV,Third Party,Petrol,5,"25,744",First Owner,1197,Manual,2017,18.9,81.86,113.75,Jun,2017,60,3.86,Kolkata,WB02,
Ford,Ecosport 1.5 Diesel Titanium,Comprehensive,Diesel,5,"59,511",First Owner,1498,Manual,2018,21.7,98.96,215,Sept,2018,50,6.5,Kolkata,WB02,R16
Mahindra,Alturas G4 4X4 AT,Comprehensive,Diesel,7,"76,187",First Owner,2157,Automatic,2020,12.05,178.49,420,Apr,2020,30,22.24,Kolkata,WB26,18
Audi,A6 2.0 TDI Premium Plus,Comprehensive,Diesel,5,"34,085",First Owner,1968,Automatic,2014,17.68,174.33,380,Apr,2014,75,15.25,Kolkata,WB02,17
Honda,Amaze E i-DTEC,Comprehensive,Diesel,5,"43,000",First Owner,1498,Manual,2017,25.8,98.6,200,Feb,2017,60,4.75,Kolkata,WB08,
Toyota,Corolla Altis 1.8 G CVT,Comprehensive,Petrol,5,"36,000",First Owner,1798,Automatic,2016,14.28,138.03,173,Apr,2016,70,9.25,Kolkata,WB02,16
Skoda,Slavia 1.0 TSI Style AT,Third Party insurance,Petrol,5,"6,100",First Owner,999,Automatic,2022,18.07,113.98,178,Sept,2022,15,14.5,Kolkata,WB02,16
Honda,Civic VX BSIV,Third Party insurance,Petrol,5,"34,300",First Owner,1799,Automatic,2019,16.5,139.46,174,Nov,2019,40,13.0,Kolkata,WB20,16
Maruti,Celerio VXI AT,Not Available,Petrol,5,"4,379",First Owner,998,Automatic,2017,23.1,67.04,90,Jul,2017,60,3.78,Kolkata,WB02,
Maruti,Wagon R VXI BS IV,Third Party insurance,Petrol,5,"22,000",First Owner,998,Manual,2015,20.51,67.04,90,Apr,2015,75,3.15,Kolkata,WB02,
Hyundai,i10 Magna,Comprehensive,Petrol,5,"27,841",First Owner,1197,Manual,2014,20.36,78.9,111.7,Oct,2014,75,2.6,Kolkata,WB02,13
Maruti,Swift VXI,Third Party,Petrol,5,"61,641",First Owner,1197,Manual,2013,18.6,85.8,114,Apr,2013,75,3.03,Kolkata,WB02,14
Honda,Jazz 1.2 S i VTEC,Third Party insurance,Petrol,5,"42,000",First Owner,1199,Manual,2016,18.7,88.7,110,Mar,2016,70,3.65,Kolkata,WB08,
Hyundai,i20 Asta Option 1.2,Comprehensive,Petrol,5,"22,000",First Owner,1197,Manual,2016,18.6,81.83,114.7,Oct,2016,70,5.55,Kolkata,WB08,16
Mahindra,Scorpio S11,Third Party,Diesel,7,"31,912",First Owner,2179,Manual,2020,15.4,136.78,319,Jun,2020,30,15.46,Kolkata,WB24,R17
Land,Rover Range Rover Evoque 2.2L Pure,Comprehensive,Diesel,5,"67,447",Second Owner,2179,Automatic,2013,12.7,187.7,420,Apr,2013,75,15.99,Kolkata,JH01,18
BMW,5 Series 520d Luxury Line,Comprehensive,Diesel,5,"50,412",Second Owner,1995,Automatic,2016,18.12,190,400,Oct,2016,70,15.99,Kolkata,WB02,18
BMW,5 Series 520d Luxury Line,Third Party,Diesel,5,"26,357",First Owner,1995,Automatic,2017,18.12,190,400,Feb,2018,60,30.0,Kolkata,WB10,18
Honda,Jazz V CVT,Comprehensive,Petrol,5,"32,000",First Owner,1199,Automatic,2015,18.2,88.7,110,Aug,2015,75,4.4,Kolkata,WB02,15
Jaguar,XF 2.2 Litre Luxury,Comprehensive,Diesel,5,"36,000",First Owner,2179,Automatic,2014,16.36,187.7,450,Oct,2014,75,18.0,Kolkata,WB02,20
Maruti,Wagon R VXI,Comprehensive,Petrol,5,"34,124",First Owner,998,Manual,2018,18.9,67.1,90,Feb,2018,50,4.25,Kolkata,WB02,13
Audi,Q5 2.0 TDI Premium Plus,Comprehensive,Diesel,5,"34,000",First Owner,1968,Automatic,2014,14.16,174.3,380,May,2014,75,20.25,Kolkata,WB02,17
BMW,3 Series 320d Highline,Comprehensive,Diesel,5,"40,000",First Owner,1995,Automatic,2011,16.07,181,380,Jul,2011,75,8.65,Kolkata,WB06,16
Toyota,Etios Cross 1.2L G,Comprehensive,Petrol,5,"32,545",First Owner,1197,Manual,2015,18.16,78.8,104,May,2015,75,4.35,Kolkata,WB16,15
Volkswagen,Jetta 2.0L TDI Comfortline,Comprehensive,Diesel,5,"63,340",First Owner,1968,Manual,2011,19.33,138.1,320,Dec,2011,75,2.65,Kolkata,WB06,16
Hyundai,Grand i10 Magna,Comprehensive,Petrol,5,"36,122",First Owner,1197,Manual,2015,18.9,82,114,Jan,2015,75,3.59,Kolkata,WB08,
Mercedes-Benz,E-Class 280,Comprehensive,Petrol,5,"40,206",First Owner,2997,Automatic,2007,9.5,23,28,May,2007,75,4.49,Kolkata,WB06,16
Honda,City i DTEC VX,Comprehensive,Diesel,5,"41,000",First Owner,1498,Manual,2015,25.1,98.6,200,May,2015,75,6.71,Kolkata,WB02,15
Audi,A6 2.0 TDI Premium Plus,Comprehensive,Diesel,5,"52,000",First Owner,1968,Automatic,2013,17.68,174.33,380,Apr,2013,75,10.75,Kolkata,WB02,17
Tata,Indigo eGLX BS IV,Not Available,Petrol,5,"83,080",First Owner,1193,Manual,2010,15.64,64.1,100,Dec,2010,75,0.7,Kolkata,WB06,
Mercedes-Benz,CLA 200 CGI Sport,Third Party insurance,Petrol,5,"5,600",First Owner,1991,Automatic,2017,15.04,183,300,Jul,2017,60,23.5,Kolkata,WB08,17
MG,Hector Sharp Diesel MT,Comprehensive,Diesel,5,"31,952",First Owner,1956,Manual,2020,17.41,167.68,350,Feb,2020,30,12.5,Kolkata,SK01,R17
Mahindra,Thar LX 4-Str Hard Top,Comprehensive,Petrol,4,"8,000",First Owner,1997,Manual,2021,15.2,150,300,Aug,2021,20,12.99,Kolkata,WB02,18
Honda,WR-V i-VTEC VX,Not Available,Petrol,5,"8,198",First Owner,1199,Manual,2018,17.5,88.7,110,Mar,2018,50,7.05,Kolkata,WB10,16
Maruti,Eeco 5 Seater AC BSIV,Comprehensive,Petrol,5,"26,000",First Owner,1196,Manual,2020,15.37,73,101,Feb,2020,30,4.1,Kolkata,WB20,
Audi,A3 35 TDI Premium Plus,Comprehensive,Diesel,5,"7,855",First Owner,1968,Automatic,2016,20.38,143,320,Apr,2016,70,17.9,Kolkata,WB02,16
Hyundai,Verna 1.6 CRDi SX,Comprehensive,Diesel,5,"26,000",First Owner,1582,Manual,2017,23.9,126.2,259.9,Feb,2017,60,6.5,Kolkata,WB26,16
Hyundai,i20 1.2 Asta,Comprehensive,Petrol,5,"30,012",Second Owner,1197,Manual,2018,18.6,81.83,114.7,Feb,2019,50,5.75,Kolkata,WB02,16
Toyota,Etios Liva 1.2 G,Comprehensive,Petrol,5,"40,000",First Owner,1197,Manual,2017,17.71,78.9,104,Oct,2017,60,4.0,Kolkata,WB08,
Skoda,Superb Elegance 2.0 TDI CR AT,Not Available,Diesel,5,"33,895",First Owner,1968,Automatic,2010,17.2,138.1,320,Dec,2010,75,4.37,Kolkata,WB06,16
Maruti,Eeco 5 Seater AC BSIV,Third Party,Petrol,5,"36,811",First Owner,1196,Manual,2010,15.37,73,101,Dec,2010,75,1.5,Kolkata,WB44,
Maruti,S-Presso VXI Plus 2019-2022,Third Party,Petrol,5,"7,846",First Owner,998,Manual,2020,21.7,65.71,89,Nov,2020,30,4.0,Kolkata,WB24,
Maruti,Alto 800 STD Optional,Comprehensive,Petrol,5,"40,000",First Owner,796,Manual,2013,22.74,47.3,69,Nov,2013,75,1.65,Kolkata,WB42,
Ford,Figo Diesel EXI,Comprehensive,Diesel,5,"39,500",First Owner,1399,Manual,2013,20,68.05,160,Mar,2013,75,1.5,Kolkata,WB22,
Jeep,Compass 2.0 Longitude Option BSIV,Third Party,Diesel,5,"49,607",First Owner,1956,Manual,2017,17.1,170,350,Sept,2017,60,9.5,Kolkata,WB08,17
Jeep,Compass 2.0 Longitude Option BSIV,Third Party,Diesel,5,"49,607",First Owner,1956,Manual,2017,17.1,170,350,Sept,2017,60,9.5,Kolkata,WB08,17
Hyundai,Elantra 1.6 SX Option,Not Available,Diesel,5,"50,231",First Owner,1582,Manual,2016,22.54,126.2,259.88,Feb,2017,70,8.86,Kolkata,WB02,16
Hyundai,Creta 1.6 SX Option,Third Party,Petrol,5,"26,276",First Owner,1591,Manual,2019,15.8,121.3,151,Jun,2019,40,11.0,Kolkata,WB74,17
Hyundai,i20 Active 1.2 S,Third Party insurance,Petrol,5,"34,000",First Owner,1197,Manual,2015,17.19,81.86,114.73,Jul,2015,75,4.45,Kolkata,WB08,16
Mahindra,Bolero Neo N10 R,Third Party insurance,Diesel,7,"10,600",First Owner,1493,Manual,2022,17.29,100,260,May,2022,15,10.0,Kolkata,WB38,15
Honda,City i VTEC VX Option,Third Party insurance,Petrol,5,"45,000",First Owner,1497,Manual,2016,17.8,117.3,145,Mar,2016,70,5.7,Kolkata,WB02,15
Tata,Tiago XZA Plus AMT,Third Party,Petrol,5,"35,624",First Owner,1199,Automatic,2021,19,84.82,113,Apr,2021,20,6.25,Kolkata,WB16,15
Audi,Q5 2.0 TFSI Quattro,Comprehensive,Petrol,5,"50,245",Second Owner,1984,Automatic,2010,9.74,208,350,Jun,2010,75,9.0,Kolkata,WB06,17
Ford,Endeavour 3.2 Titanium AT 4X4,Comprehensive,Diesel,7,"62,137",First Owner,3198,Automatic,2016,10.91,197,470,Jun,2016,70,23.0,Kolkata,WB12,18
Porsche,Macan S,Comprehensive,Petrol,5,"22,066",First Owner,2894,Automatic,2021,,375.48,520,Apr,2021,20,95.0,Kolkata,JH01,20
Land,Rover Range Rover Velar P250 R-Dynamic S,Comprehensive,Petrol,5,"33,581",Second Owner,1997,Automatic,2020,15.8,247,365,Dec,2020,30,79.0,Kolkata,WB08,19
Renault,Kiger RXT AMT,Comprehensive,Petrol,5,"6,959",First Owner,999,Automatic,2021,19.03,71.01,96,Nov,2021,20,7.0,Kolkata,WB06,
Hyundai,i20 Magna,Not Available,Petrol,5,"43,198",First Owner,1197,Manual,2010,18.5,80 PS at 5200 ,"11.4 kgm at 4,000 r",Sept,2010,75,2.0,Kolkata,WB06,14
Hyundai,i20 Petrol Spotz,Comprehensive,Petrol,5,"25,000",First Owner,1197,Manual,2018,18.6,81.86,114.73,Sept,2018,50,5.25,Kolkata,WB02,
Honda,City i DTEC V,Third Party insurance,Diesel,5,"55,000",First Owner,1498,Manual,2014,26,98.6,200,Jul,2014,75,4.15,Kolkata,WB02,15
Ford,Endeavour 3.0L 4X4 AT,Comprehensive,Diesel,7,"25,000",First Owner,2953,Automatic,2011,11.4,153.86,380,Feb,2011,75,6.0,Kolkata,WB20,16
Hyundai,EON D Lite Plus Option,Comprehensive,Petrol,5,"67,000",First Owner,814,Manual,2012,21.1,55.2,74.5,Nov,2012,75,1.61,Kolkata,WB02,
Honda,Jazz X,Comprehensive,Petrol,5,"48,000",First Owner,1198,Manual,2012,16.7,88.8,110,Aug,2012,75,2.5,Kolkata,WB06,15
Hyundai,Creta 1.6 VTVT S,Comprehensive,Petrol,5,"62,000",First Owner,1591,Manual,2018,15.29,121.3,151,Feb,2018,50,7.25,Kolkata,WB02,
Mitsubishi,Pajero Sport 4X4 Dual Tone,Comprehensive,Diesel,7,"85,000",First Owner,2477,Manual,2016,13.5,175.56,400,Dec,2016,70,14.5,Kolkata,WB34,17
Ford,Ecosport 1.5 Petrol Trend,Comprehensive,Petrol,5,"27,000",First Owner,1496,Manual,2016,15.9,120.69,149,Sept,2016,70,4.7,Kolkata,WB02,
Toyota,Fortuner 4x2 AT,Comprehensive,Diesel,7,"1,20,000",First Owner,2982,Automatic,2016,12.55,168.5,360,Dec,2016,70,22.5,Kolkata,WB02,17
Maruti,Ritz LXI,Not Available,Petrol,5,"16,296",Second Owner,1197,Manual,2010,21.1,85.80,114,Jan,2011,75,1.85,Kolkata,WB24,14
Toyota,Fortuner 4x2 AT,Comprehensive,Diesel,7,"54,000",First Owner,2982,Automatic,2015,12.55,168.5,360,Dec,2015,75,15.0,Kolkata,WB20,17
Hyundai,Creta 1.6 CRDi SX,Comprehensive,Diesel,5,"25,100",First Owner,1582,Manual,2017,19.67,126.2,259.9,Dec,2017,60,7.8,Kolkata,WB02,16
Maruti,Ritz VXI,Not Available,Petrol,5,"79,671",Second Owner,1197,Manual,2011,21.1,85.80,114,May,2011,75,1.5,Kolkata,WB06,14
Hyundai,i10 Sportz 1.2,Not Available,Petrol,5,"44,960",Second Owner,1197,Manual,2010,20.36,78.9,111.8,May,2010,75,1.86,Kolkata,WB06,13
Renault,Duster 110PS Diesel RxL,Third Party,Diesel,5,"75,000",First Owner,1461,Manual,2014,19.01,108.45,248,Apr,2014,75,3.49,Kolkata,WB02,16
Skoda,Rapid 1.6 TDI Ambition Plus,Not Available,Diesel,5,"55,662",First Owner,1598,Manual,2014,20.5,103.5,250,Mar,2015,75,3.17,Kolkata,UP14,14
Maruti,Ertiga VDI,Third Party insurance,Diesel,7,"42,000",First Owner,1248,Manual,2019,25.47,88.50,200,Aug,2019,40,9.0,Kolkata,WB08,
Renault,Fluence Diesel E4,Third Party,Diesel,5,"45,000",First Owner,1461,Manual,2013,21.8,78,240 ,Aug,2013,75,3.25,Kolkata,WB02,16
Audi,Q3 30 TFSI Premium FWD,Comprehensive,Petrol,5,"32,000",First Owner,1395,Automatic,2018,16.9,147.51,250,Mar,2018,50,22.5,Kolkata,WB02,18
Toyota,Yaris VX,Comprehensive,Petrol,5,"34,237",First Owner,1496,Manual,2018,17.1,105.5,140,Jul,2018,50,7.1,Kolkata,WB02,15
Hyundai,i20 Magna 1.2,Comprehensive,Petrol,5,"50,000",First Owner,1197,Manual,2016,18.6,81.83,114.7,Oct,2016,70,3.99,Kolkata,WB96,
Maruti,SX4 S Cross Zeta DDiS 200 SH,Comprehensive,Diesel,5,"41,000",First Owner,1248,Manual,2016,25.1,88.5,200,Dec,2016,70,5.5,Kolkata,WB20,R16
Maruti,Baleno Alpha,Comprehensive,Petrol,5,"1,300",First Owner,1197,Manual,2023,21.01,81.80,113,Jan,2023,10,8.95,Kolkata,WB32,R16
Renault,Triber RXT,Comprehensive,Petrol,7,"15,000",Second Owner,999,Manual,2021,20,71.01,96,Nov,2021,20,6.0,Kolkata,WB96,
Nissan,Magnite Turbo XV Premium Opt DT,Third Party,Petrol,5,"19,702",First Owner,999,Manual,2021,20,98.63,160,May,2021,20,9.0,Kolkata,WB02,16
Honda,BR-V i-DTEC V MT,Third Party,Diesel,7,"77,161",First Owner,1498,Manual,2016,21.9,98.6,200,Jun,2016,70,5.75,Kolkata,WB02,16
Hyundai,Grand i10 Asta,Third Party insurance,Petrol,5,"53,000",Second Owner,1197,Manual,2015,18.9,82,114,Mar,2015,75,3.25,Kolkata,WB02,14
Maruti,Alto LXi,Comprehensive,Petrol,5,"5,100",First Owner,796,Manual,2010,19.7,46.3,62,Feb,2010,75,1.2,Kolkata,WB06,12
Maruti,Swift Lxi BSIII,Not Available,Petrol,5,"37,217",First Owner,1298,Manual,2009,16.1,8,11,Sept,2009,75,1.5,Kolkata,WB06,14
Jeep,Compass 2.0 Limited Option,Third Party,Diesel,5,"48,237",First Owner,1956,Manual,2018,17.1,170,350,Mar,2018,50,10.0,Kolkata,WB10,17
Hyundai,EON Magna,Third Party,Petrol,5,"39,452",First Owner,814,Manual,2011,22,55 ,76.5 ,Mar,2012,75,1.49,Kolkata,WB06,13
Audi,Q3 30 TFSI Premium FWD,Third Party,Petrol,5,"52,438",First Owner,1395,Automatic,2017,16.9,147.51,250,Jan,2018,60,16.0,Kolkata,WB08,18
Chevrolet,Sail Hatchback Petrol Base,Not Available,Petrol,5,"55,745",First Owner,1199,Manual,2013,18.2,84.8,113,Aug,2013,75,1.2,Kolkata,WB02,14
Hyundai,i20 Sportz Option 1.2,Comprehensive,Petrol,5,"24,000",First Owner,1197,Manual,2016,18.6,81.83,114.7,Nov,2016,70,5.3,Kolkata,WB06,16
