Brand,Model,Insurance Validity,Fuel Type,Seats,Kms Driven (in kms),RTO,Ownership,Engine Displacement (in cc),Transmission,Year of Manufacture,Max Power (in bhp),Torque (in nm),Wheel Size,Registration Month,Registration Year,Depreciation Rate (in %),Price (in lacs),City,Mileage (in kmpl)
Maruti,Wagon R VXI BS IV,Third Party,Petrol,5,"45,039",TS08,Second Owner,998,Manual,2017,67.04,90,,Jan,2018,60,3.7,Bangalore,20.51
Datsun,GO T Option,Not Available,Petrol,5,121,TS13,First Owner,1198,Manual,2020,67.05,104,14,Sept,2020,30,5.0,Bangalore,19.02
Hyundai,Elantra CRDi SX,Third Party insurance,Diesel,5,"76,500",AP09,First Owner,1582,Manual,2012,126.24,259.87,16,Nov,2012,75,5.95,Bangalore,22.7
Hyundai,Grand i10 Sportz,Third Party,Petrol,5,"46,168",AP11,First Owner,1197,Manual,2013,82,114,,Dec,2013,75,3.0,Bangalore,18.9
Toyota,Innova Crysta 2.4 ZX MT BSIV,Comprehensive,Diesel,7,"89,772",AP26,Third Owner,2393,Manual,2017,147.8,343,17,May,2018,60,18.0,Bangalore,13.68
Audi,A4 New 2.0 TDI Multitronic,Comprehensive,Diesel,5,"92,604",AP10,First Owner,1968,Automatic,2011,140.8,320,16,Nov,2011,75,10.5,Bangalore,15.2
Maruti,Vitara Brezza LXI,Not Available,Petrol,5,"21,453",TS07,First Owner,1462,Manual,2021,103.26,138,,Dec,2021,20,7.5,Bangalore,17.03
Tata,Altroz XZ,Not Available,Petrol,5,"21,615",TS11,First Owner,1199,Manual,2020,86.83,113,16,Nov,2020,30,8.0,Bangalore,19.33
Maruti,XL6 Zeta,Not Available,Petrol,6,"30,400",TS08,First Owner,1462,Manual,2021,103.2,138,R15,Feb,2021,20,12.0,Bangalore,19.01
Hyundai,Verna CRDi 1.4 EX,Third Party insurance,Diesel,5,"1,03,000",TS08,First Owner,1396,Manual,2019,88.76,219.66,,Mar,2019,40,9.65,Bangalore,24
Chevrolet,Cruze LTZ AT,Third Party insurance,Diesel,5,"72,000",AP09,First Owner,1998,Automatic,2011,163.7,380,16,May,2011,75,3.9,Bangalore,14.39
Chevrolet,Sail 1.3 LS,Third Party insurance,Diesel,5,"88,000",TS09,First Owner,1248,Manual,2014,74,190,,Mar,2015,75,3.3,Bangalore,22.1
Toyota,Vellfire Executive Lounge,Comprehensive,Petrol,7,"28,000",DL11,First Owner,2494,Automatic,2020,115.32,198,17,Jun,2020,30,93.0,Bangalore,16.35
Maruti,Ciaz Delta,Third Party insurance,Petrol,5,"54,000",TS07,First Owner,1462,Manual,2020,103.25,138,15,Oct,2020,30,8.39,Bangalore,20.65
Volkswagen,Vento 1.0 TSI Highline,Zero Dep,Petrol,5,"38,500",TS08,First Owner,999,Manual,2020,108.62,175,15,Nov,2020,30,9.25,Bangalore,17.69
Maruti,Ertiga VXI,Third Party insurance,Petrol,7,"23,558",TS07,First Owner,1462,Manual,2022,101.65,136.8,,May,2022,15,10.65,Bangalore,20.51
Maruti,Wagon R VXI 1.2,Not Available,Petrol,5,"22,048",MH12,First Owner,1197,Manual,2019,81.80,113,,Jan,2020,40,4.75,Bangalore,20.52
Maruti,Alto LXi,Not Available,Petrol,5,"43,567",AP28,First Owner,796,Manual,2010,46.3,62,12,Jun,2011,75,2.14,Bangalore,19.7
Maruti,Ertiga ZXI Plus,Comprehensive,Petrol,7,"28,110",TS08,First Owner,1462,Manual,2021,103.26,138,R15,Dec,2021,20,9.0,Bangalore,19.01
Maruti,Swift VDI,Third Party insurance,Diesel,5,"86,000",AP09,Second Owner,1248,Manual,2013,74,190,14,Jul,2013,75,4.3,Bangalore,22.9
MG,Hector Sharp Diesel MT BSIV,Comprehensive,Diesel,5,"56,572",TS08,First Owner,1956,Manual,2019,167.68,350,R17,Oct,2019,40,15.56,Bangalore,17.41
Maruti,Swift Dzire ZXI,Not Available,Petrol,5,"62,780",TS07,Second Owner,1197,Manual,2015,83.14,115,15,Nov,2015,75,5.0,Bangalore,20.85
Volkswagen,Vento Diesel Highline,Not Available,Diesel,5,"1,30,079",AP28,First Owner,1598,Manual,2013,103.6,250,15,Nov,2013,75,4.2,Bangalore,20.54
Kia,Seltos HTK Plus G,Comprehensive,Petrol,5,"29,489",TS07,First Owner,1497,Manual,2020,113.43,144,16,Sept,2020,30,12.0,Bangalore,16.8
Maruti,Vitara Brezza ZDi,Third Party insurance,Diesel,5,"70,054",TS09,First Owner,1248,Manual,2018,88.5,200,16,Oct,2018,50,8.75,Bangalore,24.3
Renault,Lodgy Stepway 110PS RXZ 8S,Not Available,Diesel,8,"47,150",TS09,First Owner,1461,Manual,2017,108.5,245,15,Apr,2018,60,7.7,Bangalore,19.98
Jeep,Compass 2.0 Longitude BSIV,Zero Dep,Diesel,5,"1,10,112",TS08,Second Owner,1956,Manual,2018,170,350,17,Jun,2018,50,13.5,Bangalore,17.1
Hyundai,i20 Asta 1.2,Not Available,Petrol,5,"85,228",TS08,Second Owner,1197,Manual,2017,81.83,114.7,16,Dec,2017,60,6.0,Bangalore,18.6
Maruti,Swift VXI BSIV,Third Party insurance,Petrol,5,"96,000",TS09,First Owner,1197,Manual,2015,81.80,113,,Oct,2015,75,5.35,Bangalore,22
Ford,Figo 1.2P Titanium MT,Not Available,Petrol,5,"60,922",TS08,First Owner,1196,Manual,2015,86.8,112,14,Dec,2015,75,3.67,Bangalore,18.16
Maruti,Swift Dzire AMT ZDI,Not Available,Diesel,5,"45,860",TS08,Second Owner,1248,Automatic,2017,74.02,190,15,Oct,2018,60,6.5,Bangalore,28.4
Honda,Amaze SX i-DTEC,Comprehensive,Diesel,5,"73,408",TS11,First Owner,1498,Manual,2014,98.6,200,,Jan,2015,75,4.4,Bangalore,25.8
Maruti,Alto LXi BSIII,Third Party,Petrol,5,"1,09,820",AP15,Third Owner,796,Manual,2010,46.3,62,12,Apr,2010,75,1.0,Bangalore,19.7
Mercedes-Benz,E-Class E250 CDI Avantgrade,Not Available,Diesel,5,"1,15,200",TS09,First Owner,2143,Automatic,2013,201.1,500,17,Oct,2013,75,16.33,Bangalore,13
Tata,Hexa XT,Not Available,Diesel,7,"1,31,821",TS35,First Owner,2179,Manual,2018,153.86,400,17,Nov,2018,50,11.0,Bangalore,17.6
Maruti,Ritz VXi,Not Available,Petrol,5,"47,611",AP28,Second Owner,1197,Manual,2013,85.80,114,,Nov,2013,75,3.0,Bangalore,18.5
Skoda,Octavia 1.8 TSI AT L K,Not Available,Petrol,5,"17,209",TS07,First Owner,1798,Automatic,2019,178,250,16,Sept,2019,40,17.0,Bangalore,15.1
Hyundai,Grand i10 Sportz,Third Party insurance,Petrol,5,"61,000",TS16,First Owner,1197,Manual,2016,82,114,,Apr,2016,70,4.8,Bangalore,18.9
Hyundai,i20 Sportz Plus BSIV,Third Party insurance,Petrol,5,"36,000",TS30,First Owner,1197,Manual,2020,81.86,117,15,Apr,2020,30,7.65,Bangalore,18.6
Maruti,Ertiga ZXI AT,Zero Dep,Petrol,7,"15,013",TS08,First Owner,1462,Automatic,2022,103.26,138,R15,Aug,2022,15,12.0,Bangalore,17.99
Tata,Nexon 1.5 Revotorq XZ Plus,Third Party insurance,Diesel,5,"69,810",TS07,First Owner,1497,Manual,2019,108.5,260,16,May,2019,40,9.5,Bangalore,21.5
Ford,Ecosport 1.5 Diesel Titanium,Third Party insurance,Diesel,5,"50,277",TS08,First Owner,1498,Manual,2020,98.96,215,R16,Feb,2020,30,11.7,Bangalore,21.7
Tata,Indigo LX (TDI) BS III,Third Party,Diesel,5,"1,16,402",AP10,First Owner,1396,Manual,2009,69,135,14,Jan,2010,75,1.27,Bangalore,19.09
Volkswagen,Polo 1.0 TSI Highline Plus,Zero Dep,Petrol,5,"16,822",TS10,First Owner,999,Manual,2021,108.62,175,R16,Sept,2021,20,8.0,Bangalore,18.24
Maruti,S-Presso VXI AT 2019-2022,Third Party insurance,Petrol,5,"48,000",TS07,First Owner,998,Automatic,2020,67.05,90,,Aug,2020,30,5.5,Bangalore,21.7
Volvo,XC60 Inscription D5,Comprehensive,Diesel,5,"29,000",HP93,First Owner,1969,Automatic,2019,231.78,480,19,Feb,2019,40,50.0,Bangalore,11.2
Porsche,718 Boxster,Comprehensive,Petrol,2,"7,000",UK14,Second Owner,1988,Automatic,2018,295,380,18,Jun,2018,50,95.0,Bangalore,9
Tata,Indica eV2 LX,Third Party,Diesel,5,"55,445",AP09,First Owner,1396,Manual,2013,69,140,,Oct,2013,75,1.7,Bangalore,25
Toyota,Innova Crysta 2.8 GX AT 8S BSIV,Third Party insurance,Diesel,8,"1,60,000",TS09,First Owner,2755,Automatic,2019,171.5,360,16,Jul,2019,40,19.25,Bangalore,11.36
Maruti,Baleno 1.2 Delta,Third Party insurance,Petrol,5,"53,000",TS15,First Owner,1197,Manual,2017,83.1,115,,Apr,2017,60,6.0,Bangalore,21.4
Hyundai,Venue SX Plus Turbo DCT,Zero Dep,Petrol,5,"19,704",AP39,First Owner,998,Automatic,2020,118.35,172,R16,Jan,2021,30,10.0,Bangalore,18.15
Maruti,Ertiga ZXI Plus,Third Party insurance,Petrol,7,"50,551",TS09,First Owner,1462,Manual,2019,103.26,138,R15,Aug,2019,40,10.55,Bangalore,19.01
Hyundai,Elantra CRDi SX,Third Party insurance,Diesel,5,"1,29,856",AP09,Second Owner,1582,Manual,2012,126.24,259.87,16,Oct,2012,75,5.75,Bangalore,22.7
Maruti,Swift Vdi BSIII,Third Party insurance,Diesel,5,"99,321",AP09,Second Owner,1248,Manual,2007,75,190 ,14,Sept,2007,75,3.3,Bangalore,17.8
Maruti,Ignis 1.2 Sigma BSIV,Third Party,Petrol,5,"38,836",TS08,Second Owner,1197,Manual,2020,81.80,113,,Oct,2020,30,4.5,Bangalore,20.89
Tata,Altroz XZ,Not Available,Petrol,5,"18,341",TS07,First Owner,1199,Manual,2021,86.83,113,16,Jul,2021,20,8.0,Bangalore,19.33
Maruti,Swift LDI,Not Available,Diesel,5,"69,690",AP23,Second Owner,1248,Manual,2011,74,190,14,Mar,2011,75,3.0,Bangalore,22.9
Tata,Nexon XE,Not Available,Petrol,5,"28,059",TS07,First Owner,1199,Manual,2021,118.35,170,,Sept,2021,20,7.0,Bangalore,17.33
Mahindra,XUV500 R W10 FWD,Not Available,Diesel,7,"77,571",TS10,First Owner,2179,Manual,2015,140,330,17,Nov,2015,75,9.22,Bangalore,16
Hyundai,i20 Sportz Plus Dual Tone,Third Party insurance,Petrol,5,"36,000",TS08,First Owner,1197,Manual,2019,81.86,117,16,Feb,2020,40,7.3,Bangalore,18.6
Volkswagen,Vento Diesel Highline,Not Available,Diesel,5,"1,09,967",AP28,First Owner,1598,Manual,2012,103.6,250,15,Dec,2012,75,3.6,Bangalore,20.54
Honda,Brio 1.2 VX MT,Third Party insurance,Petrol,5,"64,853",TS08,First Owner,1198,Manual,2018,86.8,109,14,Feb,2018,50,4.9,Bangalore,18.5
Ford,Figo Petrol ZXI,Not Available,Petrol,5,"91,109",AP12,First Owner,1196,Manual,2013,70.02,102,,Aug,2013,75,2.06,Bangalore,15.6
Hyundai,i10 Magna 1.2,Third Party insurance,Petrol,5,"43,274",AP20,First Owner,1197,Manual,2008,78.9,111.7,13,Feb,2008,75,2.3,Bangalore,20.36
Maruti,Wagon R LXI Minor Duo LPG,Not Available,LPG,5,"76,520",AP28,Second Owner,1061,Manual,2009,67,84,14,Mar,2009,75,1.45,Bangalore,
Nissan,Micra Active XV,Third Party insurance,Petrol,5,"68,000",TS09,First Owner,1198,Manual,2016,67.04,104,,Feb,2016,70,4.0,Bangalore,19.69
Maruti,SX4 S Cross Zeta DDiS 200 SH,Comprehensive,Diesel,5,"32,205",TS07,Second Owner,1248,Manual,2018,88.5,200,R16,Jul,2018,50,8.0,Bangalore,25.1
Maruti,Ritz VDI (ABS) BS IV,Comprehensive,Diesel,5,"84,847",TS10,First Owner,1248,Manual,2015,73.94,190,,Feb,2016,75,4.5,Bangalore,23.2
Hyundai,i10 Sportz AT,Comprehensive,Petrol,5,"73,179",AP09,Third Owner,1197,Automatic,2011,78.9,111.8,13,Oct,2011,75,2.26,Bangalore,16.95
Maruti,A-Star Vxi,Comprehensive,Petrol,5,"37,305",AP29,First Owner,998,Manual,2010,66.1,90,13,Nov,2010,75,2.17,Bangalore,19
Hyundai,Creta 1.4 E Plus CRDi,Not Available,Diesel,5,"27,032",TS12,First Owner,1396,Manual,2019,88.7,219.7,,Apr,2019,40,9.5,Bangalore,22.1
Tata,Tiago 1.2 Revotron XZ Plus,Not Available,Petrol,5,"45,422",TS10,First Owner,1199,Manual,2019,84,114,15,Mar,2019,40,5.2,Bangalore,23.84
Maruti,Swift Dzire VXI 1.2,Not Available,Petrol,5,"21,825",TS07,First Owner,1197,Manual,2020,81.80,113,,Aug,2020,30,7.35,Bangalore,21.21
Hyundai,Verna 1.6 SX,Third Party,Diesel,5,"73,787",CH01,First Owner,1582,Manual,2012,126.32,259.8,16,May,2012,75,3.62,Bangalore,22.32
Maruti,Wagon R VXI BS IV,Third Party,Petrol,5,"64,214",TS08,Fourth Owner,998,Manual,2015,67.04,90,,Dec,2015,75,3.6,Bangalore,20.51
Maruti,Ciaz ZDi Plus SHVS,Not Available,Diesel,5,"1,27,290",TS10,First Owner,1248,Manual,2016,88.5,200,16,Nov,2016,70,6.5,Bangalore,28.09
Kia,Seltos GTX Plus DCT,Not Available,Petrol,5,"14,350",TS08,First Owner,1353,Automatic,2021,138.08,242,17,Jan,2021,20,17.0,Bangalore,16.5
Mahindra,XUV300 W8 Option,Zero Dep,Petrol,5,"15,132",TS08,First Owner,1197,Manual,2021,108.62,200,16,Jun,2021,20,11.5,Bangalore,16.82
Toyota,Innova Crysta 2.4 VX MT BSIV,Not Available,Diesel,7,"33,628",TS09,First Owner,2393,Manual,2017,147.8,343,16,May,2017,60,15.0,Bangalore,13.68
Toyota,Etios VD,Third Party,Diesel,5,"81,713",AP29,First Owner,1364,Manual,2013,67.04,170,15,May,2013,75,4.0,Bangalore,23.59
Toyota,Urban cruiser Premium,Not Available,Petrol,5,"20,852",TS11,First Owner,1462,Manual,2021,103.26,138,16,Sept,2021,20,9.3,Bangalore,17.03
Maruti,Swift VXI,Comprehensive,Petrol,5,"24,920",TS07,First Owner,1197,Manual,2022,88.50,113,,Apr,2022,15,6.9,Bangalore,22.38
Hyundai,i20 Sportz AT 1.4,Comprehensive,Petrol,5,"57,000",AP09,First Owner,1396,Automatic,2013,98.6,136.3,14,Jun,2013,75,5.5,Bangalore,15
Audi,Q5 2.0 TDI,Comprehensive,Diesel,5,"1,47,483",AP28,First Owner,1968,Automatic,2012,167.6,350,17,Oct,2012,75,13.0,Bangalore,12.8
Maruti,Swift Vdi BSIII,Comprehensive,Diesel,5,"1,41,499",AP28,Fourth Owner,1248,Manual,2009,75,190 ,14,Aug,2009,75,2.0,Bangalore,17.8
Tata,Nexon EV Prime XZ Plus LUX,Not Available,Electric,5,"17,072",TS07,First Owner,0,Automatic,2021,127,245,16,Jun,2021,20,17.0,Bangalore,
Maruti,SX4 S Cross Zeta DDiS 200 SH,Comprehensive,Diesel,5,"1,11,000",TS15,First Owner,1248,Manual,2019,88.5,200,R16,Jun,2019,40,9.75,Bangalore,25.1
Maruti,Ertiga ZXI Plus,Third Party,Petrol,7,"14,883",TS08,First Owner,1462,Manual,2021,103.26,138,R15,Aug,2021,20,10.5,Bangalore,19.01
Maruti,Vitara Brezza ZDi Plus,Not Available,Diesel,5,"70,053",TS08,Second Owner,1248,Manual,2017,88.5,200,16,Dec,2017,60,7.5,Bangalore,24.3
Toyota,Fortuner 2.8 2WD MT,Comprehensive,Diesel,7,"1,34,000",TS35,First Owner,2755,Manual,2019,174.5,420,17,Dec,2019,40,37.5,Bangalore,14.24
Maruti,Celerio VXI AMT,Not Available,Petrol,5,"3,665",TS07,First Owner,998,Automatic,2022,65.71,89,,May,2022,15,6.2,Bangalore,26.68
Hyundai,i10 Magna AT,Third Party insurance,Petrol,5,"61,000",AP09,First Owner,1197,Automatic,2008,,11,13,Mar,2008,75,2.6,Bangalore,19.2
Hyundai,Verna CRDi 1.6 SX Option,Not Available,Diesel,5,"57,086",TS18,Second Owner,1582,Manual,2019,126.2,259.87,16,Jan,2021,40,11.3,Bangalore,22
Ford,Figo Diesel Titanium,Not Available,Diesel,5,"1,77,319",AP29,Second Owner,1399,Manual,2012,68.05,160,14,Dec,2012,75,1.99,Bangalore,20
Hyundai,i10 Sportz,Comprehensive,Petrol,5,"23,018",AP28,First Owner,1197,Manual,2011,78.9,111.8,13,Mar,2011,75,3.0,Bangalore,20.36
Hyundai,Santa Fe 4X2,Third Party insurance,Diesel,7,"88,251",AP09,First Owner,2199,Manual,2013,194.3,420.7,18,Apr,2013,75,6.8,Bangalore,14.66
Renault,KWID RXT,Not Available,Petrol,5,"67,779",TS10,First Owner,799,Manual,2016,53.3,72,,Mar,2016,70,2.5,Bangalore,25.17
Fiat,Linea Emotion,Not Available,Petrol,5,"53,142",AP28,First Owner,1368,Manual,2010,90,115 ,15,Jun,2010,75,2.12,Bangalore,16
Maruti,Baleno Delta Diesel,Third Party insurance,Diesel,5,"65,000",TS07,First Owner,1248,Manual,2016,74,190,,May,2016,70,6.25,Bangalore,27.39
Audi,Q5 2.0 TDI,Third Party insurance,Diesel,5,"68,310",AP10,First Owner,1968,Automatic,2011,167.6,350,17,Nov,2011,75,13.55,Bangalore,12.8
Tata,Tigor XZA Plus AMT,Zero Dep,Petrol,5,"16,347",TS08,First Owner,1199,Automatic,2021,84.82,113,15,Jan,2022,20,7.6,Bangalore,19.6
Renault,Triber RXL EASY-R AMT,Comprehensive,Petrol,7,"45,425",TS07,First Owner,999,Automatic,2021,71,96,,Dec,2021,20,7.8,Bangalore,18.2
Volkswagen,Polo 1.0 MPI Comfortline BSIV,Not Available,Petrol,5,"56,506",TS02,First Owner,999,Manual,2019,75,95,15,Mar,2020,40,6.0,Bangalore,18.78
Hyundai,i10 Magna,Not Available,Petrol,5,"81,550",AP16,Second Owner,1197,Manual,2011,78.9,111.7,13,Aug,2011,75,2.2,Bangalore,20.36
Honda,City i-VTEC CVT ZX,Not Available,Petrol,5,"68,721",TS07,First Owner,1497,Automatic,2017,117.6,145,16,Mar,2020,60,10.0,Bangalore,18
Maruti,Baleno Zeta,Third Party insurance,Petrol,5,"41,400",TS07,First Owner,1197,Manual,2020,81.80,113,R16,Aug,2020,30,7.65,Bangalore,21.01
BMW,X3 xDrive20d,Not Available,Diesel,5,"1,05,669",AP23,First Owner,1995,Automatic,2012,184,380,17,Nov,2012,75,13.0,Bangalore,16.09
MG,Hector Sharp DCT,Not Available,Petrol,5,"23,577",TS12,First Owner,1451,Automatic,2021,141,250,R17,Jun,2021,20,18.18,Bangalore,13.96
Mercedes-Benz,GLS 350d 4MATIC,Third Party insurance,Diesel,7,"61,675",TS09,First Owner,2987,Automatic,2018,258,620,20,Sept,2018,50,76.5,Bangalore,11
Maruti,Vitara Brezza ZDi,Third Party insurance,Diesel,5,"1,11,133",TS08,First Owner,1248,Manual,2018,88.5,200,16,Jul,2018,50,9.0,Bangalore,24.3
Hyundai,Creta 1.4 CRDi S,Comprehensive,Diesel,5,"92,384",TS07,Second Owner,1396,Manual,2015,88.7,219.7,,May,2016,75,7.4,Bangalore,21.38
Nissan,Kicks XV Premium Option D Dual Tone,Comprehensive,Diesel,5,"31,255",TS09,First Owner,1461,Manual,2019,108,240,17,Mar,2019,40,10.0,Bangalore,19.39
Maruti,Ciaz Zeta,Zero Dep,Petrol,5,"6,688",TS09,First Owner,1462,Manual,2022,103.25,138,15,Dec,2022,15,10.19,Bangalore,20.65
Maruti,Swift Dzire AMT ZDI Plus,Not Available,Diesel,5,"47,629",TS09,Second Owner,1248,Automatic,2017,74.02,190,15,Feb,2018,60,7.0,Bangalore,28.4
Hyundai,Grand i10 Nios Sportz,Zero Dep,Petrol,5,"23,783",TS08,First Owner,1197,Manual,2021,81.86,113.8,14,Jul,2021,20,5.8,Bangalore,20.7
Maruti,Swift Dzire VDI,Comprehensive,Diesel,5,"99,293",AP09,Second Owner,1248,Manual,2013,74,190,14,Aug,2013,75,4.0,Bangalore,23.4
Tata,Altroz XZ Plus Turbo,Comprehensive,Petrol,5,"24,300",TS19,First Owner,1199,Manual,2021,108.48,140,16,Jun,2021,20,8.5,Bangalore,18.05
Volkswagen,Vento Petrol Comfortline,Comprehensive,Petrol,5,"91,439",MH12,First Owner,1598,Manual,2014,103.6,153,15,Jun,2014,75,3.64,Bangalore,15.04
Hyundai,i20 1.2 Asta,Comprehensive,Petrol,5,"44,297",AP09,First Owner,1197,Manual,2011,80 PS at 5200 ,"11.4 kgm at 4,000 r",14,Jun,2011,75,3.5,Bangalore,17
Ford,Ecosport Sports Diesel,Zero Dep,Diesel,5,"61,333",TS07,First Owner,1498,Manual,2021,98.96,215,R16,Mar,2021,20,9.0,Bangalore,21.7
Hyundai,Grand i10 CRDi Magna,Comprehensive,Diesel,5,"1,97,084",AP31,First Owner,1120,Manual,2013,70,160,,Feb,2014,75,2.5,Bangalore,24
Nissan,Terrano XV 110 PS,Third Party insurance,Diesel,5,"1,53,000",AP27,First Owner,1461,Manual,2014,108.5,248,16,Apr,2014,75,5.75,Bangalore,19.01
Volkswagen,Vento Petrol Highline AT,Not Available,Petrol,5,"1,00,864",AP09,Fourth Owner,1598,Automatic,2010,103.6,153,15,Apr,2011,75,3.1,Bangalore,14.4
Maruti,Alto 800 LXI,Not Available,Petrol,5,"35,223",AP29,First Owner,796,Manual,2014,47.3,69,,Apr,2014,75,2.5,Bangalore,22.74
Nissan,Magnite XV,Not Available,Petrol,5,"1,944",TS13,First Owner,999,Manual,2022,71.02,96,16,Oct,2022,15,7.5,Bangalore,18.75
Maruti,Swift Dzire VXi,Comprehensive,Petrol,5,"82,972",HR01,First Owner,1298,Manual,2009,85.8,114,14,Apr,2009,75,1.6,Bangalore,17.5
Hyundai,i10 Era,Not Available,Petrol,5,"85,325",AP09,First Owner,1086,Manual,2011,68.05,99.04,,Feb,2012,75,2.7,Bangalore,19.81
Maruti,Vitara Brezza VDi,Third Party insurance,Diesel,5,"92,000",TS07,First Owner,1248,Manual,2018,88.5,200,,Feb,2019,50,8.6,Bangalore,24.3
Maruti,Swift VDI,Not Available,Diesel,5,"1,29,990",AP28,Second Owner,1248,Manual,2013,74,190,14,Jan,2014,75,3.6,Bangalore,22.9
Skoda,Slavia 1.0 TSI Style,Not Available,Petrol,5,"22,159",TS07,First Owner,999,Manual,2022,113.98,178,16,Apr,2022,15,14.0,Bangalore,19.47
Maruti,Baleno 1.3 Zeta,Comprehensive,Diesel,5,"32,577",TS07,First Owner,1248,Manual,2016,74,190,16,Jun,2016,70,6.0,Bangalore,27.39
Tata,Nexon XM S,Comprehensive,Petrol,5,"21,265",TS08,First Owner,1199,Manual,2021,118.35,170,,Feb,2022,20,9.0,Bangalore,17.33
Toyota,Glanza G,Not Available,Petrol,5,"16,684",TS15,First Owner,1197,Manual,2019,81.80,113,R16,Mar,2020,40,7.0,Bangalore,21.01
Maruti,Swift Dzire VDI,Not Available,Diesel,5,"1,85,398",TS09,First Owner,1248,Manual,2017,74.02,190,,Sept,2017,60,6.7,Bangalore,28.4
Toyota,Innova Crysta 2.4 VX MT BSIV,Zero Dep,Diesel,7,"22,451",TS09,First Owner,2393,Manual,2018,147.8,343,16,Dec,2018,50,21.0,Bangalore,13.68
Honda,Jazz 1.2 S AT i VTEC,Not Available,Petrol,5,"64,393",TS07,Second Owner,1199,Automatic,2016,88.7,110,,Jul,2016,70,5.0,Bangalore,19
Hyundai,Grand i10 CRDi Asta,Third Party insurance,Diesel,5,"40,015",AP09,First Owner,1120,Manual,2013,70,160,14,Aug,2013,75,3.65,Bangalore,24
Maruti,Swift Ldi BSIII,Not Available,Diesel,5,"1,79,125",AP10,First Owner,1248,Manual,2008,7,190,14,Nov,2008,75,1.91,Bangalore,17.8
Maruti,Ciaz VDi Plus,Not Available,Diesel,5,"91,509",AP16,First Owner,1248,Manual,2014,88.5,200,,Feb,2015,75,5.0,Bangalore,26.21
Ford,Ecosport 1.5 DV5 MT Titanium,Not Available,Diesel,5,"74,079",AP28,First Owner,1498,Manual,2013,89.84,204,16,Oct,2013,75,4.7,Bangalore,22.7
Maruti,Swift VXI BSIV,Not Available,Petrol,5,"43,417",TS26,First Owner,1197,Manual,2019,81.80,113,,Feb,2020,40,6.3,Bangalore,22
Maruti,XL6 Alpha AT,Not Available,Petrol,6,"80,252",TS07,First Owner,1462,Automatic,2019,103.2,138,R15,Jul,2020,40,11.5,Bangalore,17.99
Maruti,Alto 800 LXI,Comprehensive,Petrol,5,"75,148",AP29,First Owner,796,Manual,2012,47.33,69,,Jul,2012,75,2.2,Bangalore,22.05
Hyundai,Grand i10 AT Asta,Not Available,Petrol,5,"53,189",TS10,First Owner,1197,Automatic,2014,82,114,14,Dec,2014,75,4.5,Bangalore,18.9
Maruti,Alto STD,Not Available,Petrol,5,"94,415",AP22,Second Owner,796,Manual,2006,46.3,62,12,Nov,2006,75,0.90578,Bangalore,19.7
Kia,Seltos HTK Plus D,Not Available,Diesel,5,"65,672",TS09,First Owner,1493,Manual,2020,113.43,250,16,Aug,2020,30,13.0,Bangalore,20.8
Kia,Sonet GTX Plus Turbo DCT,Third Party,Petrol,5,"20,653",TS08,First Owner,998,Automatic,2021,118.36,172,16,Aug,2021,20,13.55,Bangalore,18.3
Renault,Duster 85PS Diesel RxL,Third Party insurance,Diesel,5,"91,000",AP29,Second Owner,1461,Manual,2012,83.8,200,16,Oct,2012,75,3.45,Bangalore,20.45
Renault,Duster 85PS Diesel RxE,Comprehensive,Diesel,5,"89,000",TS09,First Owner,1461,Manual,2014,83.8,200,16,Jun,2014,75,4.45,Bangalore,20.45
Maruti,Swift VDI Optional,Not Available,Diesel,5,"1,13,224",TS06,Second Owner,1248,Manual,2016,74,190,,Jan,2017,70,5.0,Bangalore,25.2
Ford,Figo Diesel ZXI,Not Available,Diesel,5,"1,16,462",AP04,Third Owner,1399,Manual,2013,68.05,160,,Jul,2013,75,2.22,Bangalore,20
Tata,Nexon 1.5 Revotorq XZ Plus,Comprehensive,Diesel,5,"78,000",TS08,First Owner,1497,Manual,2017,108.5,260,16,Nov,2017,60,7.8,Bangalore,21.5
Maruti,Swift Vdi BSIII,Third Party insurance,Diesel,5,"73,601",AP37,First Owner,1248,Manual,2009,75,190 ,14,Jul,2009,75,2.95,Bangalore,17.8
Volkswagen,Vento Diesel Highline,Not Available,Diesel,5,"99,937",AP09,First Owner,1598,Manual,2012,103.6,250,15,May,2013,75,3.5,Bangalore,20.54
Honda,City i VTEC V,Comprehensive,Petrol,5,"1,25,308",TS09,Second Owner,1497,Manual,2015,117.3,145,15,Jul,2015,75,4.7,Bangalore,17.4
Hyundai,i20 Magna,Not Available,Petrol,5,"57,013",AP21,Second Owner,1197,Manual,2013,82.85,113.7,14,Nov,2013,75,3.5,Bangalore,18.5
Volkswagen,Vento Diesel Highline,Third Party insurance,Diesel,5,"1,16,283",AP16,First Owner,1598,Manual,2011,103.6,250,15,May,2011,75,3.45,Bangalore,20.54
Renault,Kiger RXT Opt turbo,Zero Dep,Petrol,5,"8,501",TS09,First Owner,999,Manual,2022,98.63,160,16,Jun,2022,15,9.4,Bangalore,19.17
Hyundai,Creta 1.6 SX Option,Zero Dep,Petrol,5,"25,645",TS08,First Owner,1591,Manual,2019,121.3,151,17,Jul,2019,40,11.5,Bangalore,15.8
Audi,Q3 35 TDI Quattro Premium Plus,Comprehensive,Diesel,5,"1,24,488",TS09,First Owner,1968,Automatic,2016,181,380,18,May,2016,70,20.0,Bangalore,15.17
