Brand,Model,Insurance Validity,Fuel Type,Seats,Kms Driven (in kms),RTO,Ownership,Engine Displacement (in cc),Transmission,Year of Manufacture,Max Power (in bhp),Torque (in nm),Wheel Size,Registration Month,Registration Year,Depreciation Rate (in %),Price (in lacs),City,Mileage (in kmpl)
Mahindra,XUV300 W6,Zero Dep,Petrol,5,"11,538",TS09,First Owner,1197,Manual,2020,108.6,200,,Jun,2020,30,9.05,Bangalore,17
Maruti,Alto 800 LXI,Third Party,Petrol,5,"24,247",TS11,First Owner,796,Manual,2016,47.3,69,,Jun,2016,70,2.88,Bangalore,22.74
Hyundai,Grand i10 Nios AMT Asta,Comprehensive,Petrol,5,"37,319",TS09,First Owner,1197,Automatic,2020,81.86,113.8,15,Jun,2020,30,7.7,Bangalore,20.7
Hyundai,EON Era Plus,Comprehensive,Petrol,5,"53,279",AP28,Second Owner,814,Manual,2013,55.2,74.5,,Jun,2013,75,2.53,Bangalore,21.1
Renault,KWID 1.0 RXT,Comprehensive,Petrol,5,"50,945",TS09,Second Owner,999,Manual,2017,67,91,,Jun,2017,60,3.33,Bangalore,23.01
Renault,Kiger RXZ Turbo,Third Party,Petrol,5,"30,327",TS34,Second Owner,999,Manual,2021,98.63,160,16,Jun,2021,20,9.41,Bangalore,20.5
Maruti,Wagon R VXI BS IV,Third Party,Petrol,5,"19,964",TS08,Second Owner,998,Manual,2015,67.04,90,,Jun,2015,75,3.75,Bangalore,20.51
Honda,Brio S MT,Comprehensive,Petrol,5,"60,590",AP28,First Owner,1198,Manual,2012,86.8,109,,Jun,2012,75,3.54,Bangalore,19.4
Mercedes-Benz,C-Class 200 Kompressor,Third Party insurance,Petrol,5,"92,000",AP09,First Owner,1796,Manual,2007,,24,16,Aug,2007,75,5.99,Bangalore,11.7
Toyota,Camry V6 (AT),Third Party insurance,Petrol,5,"1,20,000",,Second Owner,2362,Automatic,2007,164.7,224,16,,,75,3.6,Bangalore,12.1
Audi,A6 2.0 TDI,Third Party insurance,Diesel,5,"1,06,000",AP09,First Owner,1968,Automatic,2013,174.33,380,17,Sept,2013,75,11.99,Bangalore,17.68
Ford,Ecosport 1.5 Diesel Ambiente BSIV,Third Party insurance,Diesel,5,"67,556",TS09,First Owner,1498,Manual,2019,98.96,205,,Jul,2019,40,10.0,Bangalore,23
Renault,Kiger RXT AMT Opt DT,Available,Petrol,5,"5,500",,First Owner,999,Automatic,2021,71.01,96,16,,,20,8.25,Bangalore,19.03
Ford,Aspire 1.5 TDCi Titanium,Third Party insurance,Diesel,5,"70,000",,Third Owner,1498,Manual,2017,99,215,14,,,60,3.5,Bangalore,25.83
BMW,3 Series 320d Sedan,Third Party insurance,Diesel,5,"82,000",AP09,First Owner,1995,Automatic,2009,181,380,16,Oct,2009,75,9.99,Bangalore,16.07
Toyota,Innova Crysta 2.4 VX MT BSIV,Third Party insurance,Diesel,7,"86,000",TS09,First Owner,2393,Manual,2019,147.8,343,16,Oct,2019,40,22.5,Bangalore,13.68
Hyundai,Grand i10 Nios AMT Sportz,Third Party,Petrol,5,"29,106",TS13,First Owner,1197,Automatic,2020,81.86,113.8,14,Jun,2020,30,7.42,Bangalore,20.7
Renault,KWID Climber 1.0 MT,Third Party,Petrol,5,"25,125",TS12,First Owner,999,Manual,2018,67,91,,Jun,2018,50,3.85,Bangalore,23.01
Maruti,Alto 800 LXI,Third Party,Petrol,5,"46,375",TS08,Second Owner,796,Manual,2014,47.3,69,,Jun,2014,75,2.51,Bangalore,22.74
Mercedes-Benz,A-Class Limousine A 200,Comprehensive,Petrol,5,"2,844",KA51,First Owner,1332,Automatic,2021,160.92,250,17,Jul,2021,20,42.5,Bangalore,
Hyundai,Venue S Turbo BSIV,Third Party,Petrol,5,"44,957",TS02,First Owner,998,Manual,2019,118.35,171.6,,Jun,2019,40,8.73,Bangalore,18.27
Renault,Triber RXT EASY-R AMT,Third Party,Petrol,7,"21,355",TS10,Second Owner,999,Automatic,2020,71.01,96,,Jun,2020,30,7.54,Bangalore,18.2
Maruti,Alto 800 LXI,Third Party,Petrol,5,"35,686",TS15,First Owner,796,Manual,2019,47.33,69,,Jun,2019,40,3.35,Bangalore,22.05
Skoda,Rapid 1.0 TSI Style AT,Third Party,Petrol,5,"28,151",TS08,First Owner,999,Automatic,2021,108.62,175,R16,Jun,2021,20,12.72,Bangalore,16.24
Renault,Kiger RXL,Zero Dep,Petrol,5,"41,141",HR19,First Owner,999,Manual,2021,71.01,96,,Jun,2021,20,6.79,Bangalore,19.17
Ford,Figo 1.2P Titanium MT,Third Party,Petrol,5,"18,078",TS13,First Owner,1196,Manual,2019,86.8,112,14,Jun,2019,40,5.81,Bangalore,18.16
Hyundai,EON Era Plus,Comprehensive,Petrol,5,"58,319",AP28,First Owner,814,Manual,2012,55.2,74.5,,Jun,2012,75,2.51,Bangalore,21.1
Hyundai,EON Magna Plus,Third Party,Petrol,5,"59,681",TS08,Second Owner,814,Manual,2017,55.2,74.5,,Jun,2017,60,3.29,Bangalore,21.1
Chevrolet,Tavera LS 10 Str BS IV,Third Party insurance,Diesel,10,"2,00,000",,First Owner,1994,Manual,2017,78,176,,,,60,7.8,Bangalore,12.2
Honda,City GXi,Third Party insurance,Petrol,5,"90,000",,Second Owner,1497,Manual,2008,,12,14,,,75,1.95,Bangalore,17.7
Hyundai,i10 Sportz,Comprehensive,Petrol,5,"79,779",,Second Owner,1197,Manual,2008,78.9,111.8,13,,,75,1.6,Bangalore,20.36
Audi,A4 2.0 TFSI,Third Party insurance,Petrol,5,"5,673",TS07,First Owner,1984,Automatic,2021,132/4000-6,320/1500â??39,16,Dec,2021,20,49.0,Bangalore,10.8
Land,Rover Range Rover Evoque 2.0 S diesel 2020-2021,Third Party insurance,Diesel,5,"16,056",TS09,First Owner,1999,Automatic,2018,245.4,3,18,Jul,2021,50,74.0,Bangalore,
Mahindra,KUV 100 NXT D75 K4 Plus,Third Party insurance,Diesel,6,"43,441",,First Owner,1198,Manual,2017,77,190,,,,60,4.0,Bangalore,25.32
Kia,Seltos HTK Plus G,Third Party insurance,Petrol,5,"35,000",,First Owner,1497,Manual,2020,113.43,144,16,,,30,11.3,Bangalore,16.8
Hyundai,Grand i10 Nios Asta,Third Party,Petrol,5,"38,170",TS08,First Owner,1197,Manual,2021,81.86,113.8,15,Jun,2021,20,6.96,Bangalore,20.7
Tata,Tiago XT Limited Edition,Third Party,Petrol,5,"30,279",TS08,Second Owner,1199,Manual,2021,84.82,113,,Jun,2021,20,6.06,Bangalore,20.09
Honda,City i VTEC SV,Comprehensive,Petrol,5,"59,771",TS13,First Owner,1497,Manual,2015,117.3,145,,Jun,2015,75,6.44,Bangalore,17.4
Mahindra,Thar LX 4-Str Hard Top AT,Third Party,Petrol,4,"17,255",TS09,Second Owner,1997,Automatic,2021,150,320,18,Jun,2021,20,15.02,Bangalore,
Ford,Ecosport 1.5 Diesel Titanium,Third Party,Diesel,5,"23,906",TS18,First Owner,1498,Manual,2020,98.96,215,R16,Jun,2020,30,9.8,Bangalore,21.7
Hyundai,i20 1.4 Asta,Comprehensive,Diesel,5,"56,613",TS07,First Owner,1396,Manual,2018,88.73,219.7,16,Jun,2018,50,7.72,Bangalore,22.54
Hyundai,Grand i10 Nios Sportz,Comprehensive,Petrol,5,"2,020",TS08,First Owner,1197,Manual,2022,81.86,113.8,14,Jun,2022,15,7.38,Bangalore,20.7
Mahindra,XUV300 W6 Sunroof,Comprehensive,Petrol,5,"18,693",TS07,First Owner,1197,Manual,2022,108.6,200,,Jun,2022,15,11.04,Bangalore,17
Renault,Duster 85PS Diesel RxE,Comprehensive,Diesel,5,"69,640",AP11,Second Owner,1461,Manual,2013,83.8,200,16,Jun,2013,75,4.21,Bangalore,20.45
Volkswagen,Polo 1.0 MPI Trendline,Comprehensive,Petrol,5,"55,341",TS07,Second Owner,999,Manual,2019,75.10,95,,Jun,2019,40,5.58,Bangalore,17.74
Maruti,Celerio ZXI Optional,Third Party,Petrol,5,"17,760",TS08,First Owner,998,Manual,2021,67.05,90,R14,Jun,2021,20,6.0,Bangalore,21.63
Hyundai,Creta 1.6 VTVT SX Plus,Third Party insurance,Petrol,5,"25,000",,First Owner,1591,Manual,2018,121.3,151,17,,,50,10.5,Bangalore,13
Maruti,Wagon R VXI BS IV,Third Party insurance,Petrol,5,"60,000",,First Owner,998,Manual,2016,67.04,90,,,,70,3.25,Bangalore,20.51
Maruti,Swift AMT VXI,Third Party insurance,Petrol,5,"20,000",,Second Owner,1197,Automatic,2019,81.80,113,,,,40,6.5,Bangalore,21.21
Maruti,Swift VXI,Third Party insurance,Petrol,5,"35,000",,First Owner,1197,Manual,2015,81.80,113,,,,75,4.75,Bangalore,21.21
Volkswagen,Jetta 2.0L TDI Comfortline,Third Party insurance,Diesel,5,"84,000",AP29,First Owner,1968,Manual,2012,138.1,320,16,May,2013,75,6.25,Bangalore,19.33
Honda,City ZX CVT,Third Party insurance,Petrol,5,"25,000",,Second Owner,1497,Automatic,2020,117.6,145,16,,,30,13.2,Bangalore,17.4
Mahindra,Scorpio S4 7 Seater,Third Party insurance,Diesel,7,"40,000",,First Owner,2179,Manual,2015,120,280,,,,75,9.0,Bangalore,15.4
BMW,3 Series 320d Prestige,Third Party insurance,Diesel,5,"86,000",AP28,First Owner,1995,Automatic,2013,184,380,16,Mar,2014,75,14.25,Bangalore,18.88
Hyundai,Grand i10 1.2 Kappa Sportz BSIV,Third Party,Petrol,5,"38,725",TS07,Second Owner,1197,Manual,2019,81.86,113.75,,Jun,2019,40,5.81,Bangalore,18.9
Maruti,Alto K10 VXI,Third Party,Petrol,5,"30,708",TS08,Third Owner,998,Manual,2018,67.05,90,,Jun,2018,50,3.51,Bangalore,23.95
Hyundai,i10 Magna,Comprehensive,Petrol,5,"35,830",AP10,Second Owner,1197,Manual,2013,78.9,111.7,13,Jun,2013,75,3.43,Bangalore,20.36
Hyundai,Santro Magna AMT BSIV,Third Party,Petrol,5,"30,422",TS13,Second Owner,1086,Automatic,2019,68,99,,Jun,2019,40,4.97,Bangalore,20.3
Honda,Amaze VX CVT Petrol,Third Party,Petrol,5,"49,393",TS13,First Owner,1199,Automatic,2020,88.76,110,R15,Jun,2020,30,8.11,Bangalore,18.3
Hyundai,EON Sportz,Third Party,Petrol,5,"48,707",TS10,Second Owner,814,Manual,2017,55.2,74.5,,Jun,2017,60,3.19,Bangalore,21.1
Maruti,Alto 800 LXI,Third Party,Petrol,5,"41,315",TS09,First Owner,796,Manual,2015,47.3,69,,Jun,2015,75,2.73,Bangalore,22.74
Hyundai,i10 Magna,Comprehensive,Petrol,5,"49,178",AP28,First Owner,1197,Manual,2013,78.9,111.7,13,Jun,2013,75,3.43,Bangalore,20.36
Tata,Manza Aura Quadrajet BS IV,Third Party insurance,Diesel,5,"72,000",,First Owner,1248,Manual,2011,88.8,200,15,,,75,2.4,Bangalore,21.12
Maruti,Alto LXi,Third Party,Petrol,5,"60,000",N/A,Second Owner,796,Manual,2012,46.3,62,12,,,75,1.86,Bangalore,19.7
Nissan,Micra Diesel XL,Third Party insurance,Diesel,5,"80,000",,First Owner,1461,Manual,2013,63.1,160,,,,75,3.3,Bangalore,23.08
Kia,Seltos HTX Plus Diesel,Third Party insurance,Diesel,5,"35,000",N/A,First Owner,1493,Manual,2020,113.43,250,17,,,30,15.95,Bangalore,20.8
Hyundai,Grand i10 Nios AMT Magna,Third Party insurance,Petrol,5,"1,500",,First Owner,1197,Automatic,2023,81.86,113.8,,,,10,6.9,Bangalore,20.7
Tata,Nexon EV Prime XZ Plus Lux Dark Edition,Third Party insurance,Electric,5,"12,000",TS09,First Owner,0,Automatic,2022,127,245,16,Jan,2023,15,16.75,Bangalore,
Hyundai,Xcent 1.2 Kappa AT SX Option,Third Party,Petrol,5,"56,000",N/A,Third Owner,1197,Automatic,2015,82,114,15,,,75,4.15,Bangalore,16.9
Skoda,Yeti Active 4X2,Third Party insurance,Diesel,5,"1,20,000",,First Owner,1968,Manual,2012,108.49,250,16,,,75,8.0,Bangalore,17.72
Volkswagen,Polo 1.0 MPI Comfortline,Third Party,Petrol,5,"35,618",TS07,First Owner,999,Manual,2019,75.10,95,R15,Jun,2019,40,6.08,Bangalore,17.74
Kia,Seltos GTX Plus Diesel AT,Third Party,Diesel,5,"69,492",TS09,First Owner,1493,Automatic,2019,113.43,250,17,Jun,2019,40,16.53,Bangalore,18
Maruti,Ignis 1.3 AMT Zeta,Third Party,Diesel,5,"81,052",TS09,Second Owner,1248,Automatic,2017,74,190,15,Jun,2017,60,6.38,Bangalore,26.8
Honda,Brio E MT,Third Party,Petrol,5,"65,188",AP29,First Owner,1198,Manual,2012,86.8,109,,Jun,2012,75,2.7,Bangalore,19.4
Maruti,XL6 Zeta AT,Comprehensive,Petrol,6,"42,949",TS11,First Owner,1462,Automatic,2021,103.2,138,R15,Jun,2021,20,12.88,Bangalore,17.99
Maruti,Swift Dzire VXI,Third Party,Petrol,5,"34,269",TS10,Second Owner,1197,Manual,2020,88.50,113,,Jun,2020,30,7.13,Bangalore,22.41
Maruti,Swift Dzire VDI,Third Party,Diesel,5,"95,231",TS15,First Owner,1248,Manual,2015,74.02,190,,Jun,2015,75,5.7,Bangalore,28.4
Tata,Nexon XZA Plus AMT,Comprehensive,Petrol,5,"10,335",TS08,First Owner,1199,Automatic,2021,118.35,170,16,Jun,2021,20,11.09,Bangalore,17.05
Hyundai,EON 1.0 Kappa Magna Plus Optional,Third Party,Petrol,5,"54,463",TS09,First Owner,998,Manual,2016,68.05,94.14,,Jun,2016,70,3.49,Bangalore,20.3
Maruti,S-Presso VXI Plus 2019-2022,Third Party,Petrol,5,"20,218",TS08,First Owner,998,Manual,2019,65.71,89,,Jun,2019,40,4.4,Bangalore,21.7
Tata,Tiago 1.2 Revotron XZA,Comprehensive,Petrol,5,"19,886",TS08,Second Owner,1199,Automatic,2017,83.83,114,14,Jun,2017,60,5.02,Bangalore,23.84
Hyundai,Grand i10 Nios AMT Magna,Third Party insurance,Petrol,5,"20,000",,First Owner,1197,Automatic,2021,81.86,113.8,,,,20,6.5,Bangalore,20.7
Honda,City GXi,Third Party insurance,Petrol,5,"90,000",,Third Owner,1497,Manual,2006,,12,14,,,75,1.8,Bangalore,17.7
Honda,Amaze VX Petrol,Third Party insurance,Petrol,5,"50,000",,Second Owner,1199,Manual,2021,88.76,110,R15,,,20,6.5,Bangalore,18.6
Hyundai,i10 Magna,Third Party insurance,Petrol,5,"43,278",AP20,First Owner,1197,Manual,2008,78.9,111.7,13,Aug,2008,75,2.5,Bangalore,20.36
Maruti,Alto K10 VXI Optional,Third Party insurance,Petrol,5,"1,10,000",,First Owner,998,Manual,2017,67.05,90,,,,60,2.5,Bangalore,23.95
Skoda,Superb Elegance 1.8 TSI,Third Party insurance,Petrol,5,"90,000",,First Owner,1798,Manual,2010,157.75,250,16,,,75,4.0,Bangalore,13.7
Honda,City i VTEC VX,Third Party insurance,Petrol,5,"80,000",,First Owner,1497,Manual,2014,117.3,145,15,,,75,6.0,Bangalore,17.4
Maruti,Swift Dzire VDi,Third Party insurance,Diesel,5,"1,00,000",,Third Owner,1248,Manual,2009,73.9,190,14,,,75,2.25,Bangalore,19.3
Maruti,S-Presso VXI Plus 2019-2022,Third Party,Petrol,5,"22,450",TS08,First Owner,998,Manual,2020,65.71,89,,Jun,2020,30,4.6,Bangalore,21.7
Mercedes-Benz,C-Class Progressive C 200,Comprehensive,Petrol,5,"15,254",KA02,First Owner,1950,Automatic,2020,201.15,280,17,Oct,2020,30,46.9,Bangalore,11.9
Hyundai,EON Era Plus,Comprehensive,Petrol,5,"32,604",TS07,Second Owner,814,Manual,2015,55.2,74.5,,Jun,2015,75,3.09,Bangalore,21.1
Volkswagen,Ameo 1.2 MPI Comfortline,Third Party,Petrol,5,"85,717",TS13,First Owner,1198,Manual,2017,73.75,110,,Jun,2017,60,4.88,Bangalore,17
Hyundai,Grand i10 Nios AMT Sportz,Third Party,Petrol,5,"76,407",TS10,First Owner,1197,Automatic,2019,81.86,113.8,14,Jun,2019,40,6.78,Bangalore,20.7
Hyundai,Santro Sportz AMT BSIV,Comprehensive,Petrol,5,"21,605",TS07,First Owner,1086,Automatic,2019,68,99,,Jun,2019,40,5.34,Bangalore,20.3
Maruti,Baleno 1.3 Zeta,Third Party,Diesel,5,"70,004",TS07,First Owner,1248,Manual,2017,74,190,16,Jun,2017,60,6.75,Bangalore,27.39
Maruti,Swift Dzire VXI 1.2,Third Party,Petrol,5,"58,710",TS28,Second Owner,1197,Manual,2020,81.80,113,,Jun,2020,30,7.29,Bangalore,21.21
Maruti,SX4 S Cross Zeta,Third Party,Petrol,5,"61,519",TS08,First Owner,1462,Manual,2020,103.25,138,16,Jun,2020,30,8.39,Bangalore,18.55
Maruti,Alto 800 LXI,Third Party,Petrol,5,"50,582",AP13,First Owner,796,Manual,2013,47.3,69,,Jun,2013,75,2.5,Bangalore,22.74
Jeep,Compass 1.4 Limited Opt DCT,Comprehensive,Petrol,5,"27,734",KA04,First Owner,1368,Automatic,2021,160.77,250,18,Apr,2021,20,24.6,Bangalore,14.1
Honda,City i-VTEC CVT V,Third Party,Petrol,5,"46,060",TS10,First Owner,1497,Automatic,2018,117.6,145,15,Jun,2018,50,8.14,Bangalore,18
Hyundai,Grand i10 1.2 Kappa Magna BSIV,Third Party insurance,Petrol,5,"50,000",,First Owner,1197,Manual,2017,81.86,113.75,,,,60,5.57,Bangalore,18.9
MG,Hector Plus Sharp Diesel MT,Third Party insurance,Diesel,6,"25,000",,First Owner,1956,Manual,2021,167.67,350,18,,,20,17.9,Bangalore,16.65
Kia,Sonet HTX Turbo iMT,Third Party insurance,Petrol,5,"15,000",,First Owner,998,Manual,2020,118.36,172,16,,,30,10.3,Bangalore,18.2
Hyundai,Getz GLS,Third Party insurance,Petrol,5,"1,10,000",,Second Owner,1341,Manual,2004,83,115 ,13,,,75,1.3,Bangalore,15.3
Audi,A3 35 TDI Technology,Individual,Diesel,5,"25,000",,First Owner,1968,Automatic,2019,143,320,16,,,40,25.0,Bangalore,20.38
Maruti,Alto LXi BSIII,Comprehensive,Petrol,5,"98,350",,Second Owner,796,Manual,2008,46.3,62,12,,,75,1.35,Bangalore,19.7
Toyota,Innova 2.5 EV (Diesel) PS 7 Seater BS IV,Third Party insurance,Diesel,7,"60,000",,First Owner,2494,Manual,2013,100.57,200,,,,75,11.0,Bangalore,12.99
Hyundai,Santro Xing XG,Third Party insurance,Petrol,5,"60,000",,Second Owner,1086,Manual,2005,,,13,,,75,2.3,Bangalore,17
Mercedes-Benz,C-Class Progressive C 220d,Comprehensive,Diesel,5,"31,466",KA01,First Owner,1950,Automatic,2018,194,400,17,Oct,2018,50,37.3,Bangalore,12.6
Skoda,Slavia 1.5 TSI Style AT,Comprehensive,Petrol,5,"10,863",TS07,First Owner,1498,Automatic,2022,147.52,250,16,Jun,2022,15,17.11,Bangalore,18.41
Datsun,RediGO T Option,Third Party,Petrol,5,"51,574",TS09,First Owner,799,Manual,2017,53.64,72,,Jun,2017,60,2.93,Bangalore,22.7
Tata,Nexon 1.2 Revotron XZ Plus,Comprehensive,Petrol,5,"70,179",TS15,First Owner,1198,Manual,2019,108.5,170,16,Jun,2019,40,8.34,Bangalore,17
Maruti,Alto 800 LXI,Third Party,Petrol,5,"22,297",AP31,First Owner,796,Manual,2018,47.3,69,,Jun,2018,50,3.29,Bangalore,24.7
Toyota,Glanza V CVT,Third Party,Petrol,5,"11,391",TS09,First Owner,1197,Automatic,2021,81.80,113,R16,Jun,2021,20,9.15,Bangalore,19.56
Jeep,Compass 1.4 Longitude Opt DCT,Zero Dep,Petrol,5,"9,553",KA05,First Owner,1368,Automatic,2021,160.77,250,17,Jul,2021,20,23.4,Bangalore,14.1
Maruti,Celerio ZXI Optional AMT BSIV,Third Party,Petrol,5,"52,694",TS10,First Owner,998,Automatic,2018,67.04,90,,Jun,2018,50,4.86,Bangalore,23.1
Maruti,Celerio VXI CNG Optional BSIV,Third Party,CNG,5,"53,120",TS07,First Owner,998,Manual,2019,58.33,78,,Jun,2019,40,5.44,Bangalore,31.79
Maruti,Vitara Brezza VXI,Third Party,Petrol,5,"58,050",TS09,First Owner,1462,Manual,2021,103.26,138,,Jun,2021,20,8.33,Bangalore,17.03
Audi,Q3 35 TDI Quattro Premium Plus,Comprehensive,Diesel,5,"43,741",KA29,First Owner,1968,Automatic,2018,181,380,18,Mar,2019,50,31.9,Bangalore,15.17
Maruti,Wagon R VXI BS IV,Third Party,Petrol,5,"38,856",TS08,First Owner,998,Manual,2018,67.04,90,,Jun,2018,50,4.67,Bangalore,20.51
Hyundai,Grand i10 Nios AMT Sportz,Third Party insurance,Petrol,5,"5,000",,First Owner,1197,Automatic,2021,81.86,113.8,14,,,20,7.2,Bangalore,20.7
Hyundai,i20 1.2 Sportz,Available,Petrol,5,"53,760",N/A,Second Owner,1197,Manual,2011,80 PS at 5200 ,"11.4 kgm at 4,000 r",14,,,75,2.95,Bangalore,17
Datsun,RediGO 1.0 S,Third Party insurance,Petrol,5,"40,000",,First Owner,999,Manual,2020,67,91,,,,30,3.5,Bangalore,22.5
Tata,Nexon 1.2 Revotron XM,Comprehensive,Petrol,5,"13,000",N/A,First Owner,1198,Manual,2020,108.5,170,,,,30,8.5,Bangalore,17
Mahindra,Scorpio 2.6 SLX Turbo 7 Seater,Third Party insurance,Diesel,7,"1,10,000",,Second Owner,2579,Manual,2005,120,290,16,,,75,1.85,Bangalore,10.5
Mahindra,Scorpio 2.6 Turbo 9 Str,Third Party insurance,Diesel,9,"80,000",,Fourth Owner,2609,Manual,2007,11,28,16,,,75,4.5,Bangalore,12.7
Toyota,Innova Crysta 2.4 VX MT BSIV,Third Party insurance,Diesel,7,"1,12,000",AP02,First Owner,2393,Manual,2017,147.8,343,16,Sept,2017,60,19.99,Bangalore,13.68
Honda,Civic 1.8 S MT,Third Party insurance,Petrol,5,"73,000",AP09,First Owner,1799,Manual,2010,130,172,15,Oct,2010,75,3.9,Bangalore,13.5
Renault,KWID Climber 1.0 AMT,Third Party,Petrol,5,"75,026",TS20,First Owner,999,Automatic,2018,67,91,,Jun,2018,50,4.43,Bangalore,24.04
Maruti,Swift VXI,Comprehensive,Petrol,5,"68,257",TS07,First Owner,1197,Manual,2018,81.80,113,,Jun,2018,50,6.41,Bangalore,21.21
Maruti,Alto K10 VXI,Third Party,Petrol,5,"85,623",TS15,First Owner,998,Manual,2015,67.05,90,,Jun,2015,75,2.96,Bangalore,23.95
Maruti,Baleno 1.2 Alpha,Comprehensive,Petrol,5,"52,617",TS08,First Owner,1197,Manual,2018,83.1,115,16,Jun,2018,50,6.91,Bangalore,21.4
Maruti,SX4 S Cross Delta DDiS 200 SH,Third Party,Diesel,5,"31,056",TS08,First Owner,1248,Manual,2019,88.5,200,,Jun,2019,40,10.16,Bangalore,25.1
Tata,New Safari XT Plus,Comprehensive,Diesel,7,"30,025",TS15,First Owner,1956,Manual,2021,167.67,350,18,Jun,2021,20,19.82,Bangalore,16.14
Maruti,Swift Dzire ZXI Plus,Third Party,Petrol,5,"76,571",TS09,First Owner,1197,Manual,2018,81.80,113,15,Jun,2018,50,7.06,Bangalore,21.21
Hyundai,i20 Sportz Plus BSIV,Third Party,Petrol,5,"59,476",TS11,First Owner,1197,Manual,2020,81.86,117,15,Jun,2020,30,7.25,Bangalore,18.6
Maruti,Swift VXI,Third Party,Petrol,5,"53,445",TS12,First Owner,1197,Manual,2018,81.80,113,,Jun,2018,50,6.08,Bangalore,21.21
Hyundai,Grand i10 1.2 Kappa Sportz BSIV,Comprehensive,Petrol,5,"45,059",TS08,First Owner,1197,Manual,2019,81.86,113.75,,Jun,2019,40,5.84,Bangalore,18.9
Honda,City i-VTEC V,Third Party,Petrol,5,"70,694",TS08,First Owner,1497,Manual,2017,117.6,145,15,Jun,2017,60,7.22,Bangalore,17.4
Jeep,Compass 1.4 Limited,Third Party insurance,Petrol,5,"67,000",,First Owner,1368,Automatic,2017,160,250,17,,,60,13.75,Bangalore,16
Maruti,Omni E MPI STD BSIV,Third Party insurance,Petrol,8,"46,000",N/A,Second Owner,796,Manual,2018,34.2,59,12,,,50,2.6,Bangalore,16.8
Honda,CR-V 2.4 MT,Comprehensive,Petrol,5,"1,20,000",,Second Owner,2354,Manual,2008,152,215 ,16,,,75,3.5,Bangalore,10.8
Maruti,Swift VXI,Third Party insurance,Petrol,5,"70,000",,Second Owner,1197,Manual,2016,81.80,113,,,,70,5.0,Bangalore,21.21
Skoda,Superb Elegance 1.8 TSI,Third Party insurance,Petrol,5,"80,000",N/A,Second Owner,1798,Manual,2010,157.75,250,16,,,75,3.4,Bangalore,13.7
Audi,A4 2.0 TDI,Comprehensive,Diesel,5,"1,54,000",,Second Owner,1968,Automatic,2013,147.51,320,16,,,75,12.0,Bangalore,16.55
Maruti,Alto K10 VXI,Third Party,Petrol,5,"60,862",TS08,First Owner,998,Manual,2014,67.05,90,,Jun,2014,75,2.87,Bangalore,23.95
Honda,Amaze S i-VTEC,Third Party,Petrol,5,"65,769",TS09,First Owner,1198,Manual,2018,86.7,109,,Jun,2018,50,6.06,Bangalore,17.8
Maruti,Swift VXI,Third Party,Petrol,5,"92,779",TS08,First Owner,1197,Manual,2018,81.80,113,,Jun,2018,50,6.34,Bangalore,21.21
Maruti,Swift VXI,Third Party,Petrol,5,"88,508",TS13,First Owner,1197,Manual,2020,81.80,113,,Jun,2020,30,6.65,Bangalore,21.21
BMW,5 Series 530d M Sport,Comprehensive,Diesel,5,"40,772",KA03,First Owner,2993,Automatic,2018,261.49,620,R18,Jan,2019,50,55.5,Bangalore,17.42
Honda,City i-VTEC V,Third Party,Petrol,5,"51,001",TS28,First Owner,1497,Manual,2018,117.6,145,15,Jun,2018,50,8.38,Bangalore,17.4
Hyundai,Santro Sportz AMT BSIV,Third Party,Petrol,5,"31,409",TS10,Second Owner,1086,Automatic,2019,68,99,,Jun,2019,40,5.27,Bangalore,20.3
Honda,City i VTEC S,Third Party,Petrol,5,"45,117",TS08,First Owner,1497,Manual,2017,117.3,145,,Jun,2017,60,7.59,Bangalore,17.8
Maruti,Baleno 1.2 Zeta,Third Party,Petrol,5,"58,624",TS11,First Owner,1197,Manual,2019,83.1,115,16,Jun,2019,40,7.55,Bangalore,21.4
Renault,Duster 85PS Diesel RxL,Comprehensive,Diesel,5,"92,514",TS09,Second Owner,1461,Manual,2015,83.8,200,16,Jun,2015,75,6.29,Bangalore,20.45
Hyundai,i20 Asta 1.2,Third Party,Petrol,5,"52,445",TS08,First Owner,1197,Manual,2017,81.83,114.7,16,Jun,2017,60,6.54,Bangalore,18.6
Honda,City i-VTEC CVT V,Third Party,Petrol,5,"54,744",TS08,First Owner,1497,Automatic,2017,117.6,145,15,Jun,2017,60,8.28,Bangalore,18
Hyundai,Santro Xing XL eRLX Euro III,Third Party insurance,Petrol,5,"1,17,000",,Second Owner,1086,Manual,2005,,,13,,,75,0.9,Bangalore,17
Mercedes-Benz,GLE 400 4MATIC,Third Party insurance,Petrol,5,"70,000",AP39,First Owner,2996,Automatic,2018,328.55,480,19,Jul,2018,50,71.0,Bangalore,9.7
Maruti,Vitara Brezza ZDi Plus,Third Party insurance,Diesel,5,"88,000",TS08,First Owner,1248,Manual,2018,88.5,200,16,Nov,2018,50,9.99,Bangalore,24.3
Volvo,S60 D3,Third Party insurance,Diesel,5,"65,000",AP28,First Owner,1985,Automatic,2012,163,400,17,Jun,2012,75,12.5,Bangalore,18.5
BMW,3 Series 320d Prestige,Third Party insurance,Diesel,5,"1,28,000",TS08,First Owner,1995,Automatic,2015,184,380,16,May,2015,75,15.99,Bangalore,18.88
